Ks_WtAvg,MUKEY
0.00518106424524,662011
0.00597037486535,662012
0.00306387341728,662013
0.00257646124359,662014
0.00279423711729,662015
0.00300684107994,662016
0.00207093467337,662017
0.00222223263845,662018
0.00583350547859,662019
0.0115496472063,662020
0.00180113332934,662021
0.00258971455144,662022
0.0013506417552,662023
0.00325298019745,662024
0.00149810155472,662025
0.00224292267631,662026
0.00258147911703,662027
0.00318557281916,662028
0.00764993934541,662029
0.0148873709929,662030
0.00678535374978,662031
0.00478208767903,662032
0.00279349687246,662033
0.00242914093418,662034
0.00233762422079,662035
0.00339331047187,662036
0.00270740491231,662037
0.00285049214116,662038
0.00235728004453,662039
0.00238510733273,662040
0.00181135697853,662041
0.00530445811536,662042
0.00463513247519,662043
0.00238495757576,662044
0.00337832739169,662045
0.00855803643658,662046
0.00153599214351,662047
0.00288401392104,662048
0.00196413453633,662049
0.00422468160354,662050
0.00725826801622,662051
0.00838832197519,662052
0.00898056073268,662053
0.00582972556916,662054
0.00456024939271,662055
0.00622798907692,662056
0.0080062774673,662057
0.0048264277008,662058
0.020381862192,662059
0.00607111384642,662060
0.00556801430468,662061
0.0111936848047,662062
0.00472170544859,662063
0.0168936200275,662064
0.0144507837723,662065
0.0123966953945,662066
0.00692074935721,662067
0.00256719225678,662068
0.00266320413284,662069
0.0370867217687,662070
0.00420495295116,662071
0.00466687070286,662072
0.00377895679921,662073
0.00243218994601,662074
0.00427635292036,662075
0.00808694923397,662076
0.00440738822044,662077
0.00195126149915,662078
0.00168003489864,662079
0.000803750752562,662080
0.000674187830522,662081
0.000855372602888,662083
0.00151104188055,662084
0.00532654694784,662085
0.00843003246785,662086
0.00476821004663,662087
0.00591667190194,662088
0.005511473718,662089
0.00495488528035,662090
0.00602524834437,662091
0.00238982923677,662092
0.00377895679921,664152
0.00374874713606,664228
0.00328472159289,664230
0.00266675312996,664235
0.00476115311134,664293
0.00431211478347,664295
0.00210755434414,664304
0.00337947854854,664345
0.00224730769231,664364
0.00324770815471,664399
0.0035789129758,664402
0.00722359545465,664446
0.00762363036274,664447
0.00482433124785,664448
0.002098,664461
0.001786,664462
0.00228392579625,664496
0.001415655043,664501
0.00159889561816,664504
0.0068808156693,664539
0.00347147299615,664612
0.00434106940649,664614
0.00402003644852,664627
0.00481060497662,664646
0.00253926560563,664654
0.00180748280796,664662
0.0017200575326,664663
0.00378643192831,664691
0.00192633063377,666910
0.02542122594,666911
0.00619389955003,666912
0.00795807677453,666913
0.00440373586178,666914
0.000915754279576,667041
0.000805685467478,670344
0.0203911936906,670345
0.0188033628519,670346
0.00154093823363,670347
0.00174612119453,670418
0.00728103028461,670484
0.00224417559159,670800
0.0110998727672,674303
0.00464293968456,674305
0.00435813316929,674308
0.00221742911042,674311
0.00309049393939,674312
0.00312556483641,674313
0.00253822743955,674316
0.00198178126622,674330
0.00100058552632,674331
0.00204868164583,674333
0.000731789047484,674336
0.00186940109535,674338
0.00174677818741,674345
0.0142713799076,675751
0.00229996420548,675765
0.00196988815442,675766
0.00223170541059,675767
0.00452871848214,675768
0.0156065567117,675769
0.0020357579837,675770
0.00468101488869,675772
0.0026517229485,675780
0.00373310409159,677003
0.00633896011151,677004
0.00461363688085,677007
0.00892616133767,677069
0.00318395482092,677071
0.00331856693227,677076
