TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r,COKEY,CHKEY
66,130,,,,,3015605,8095046
8,15,,4.0,1.4,,3015606,8011733
15,41,,4.0,1.35,,3015606,8095050
41,152,,4.0,1.35,,3015606,8178367
0,8,,4.0,1.4,,3015606,8261683
0,10,,4.0,1.48,,3015607,8011737
10,15,,1.41,1.5,,3015607,8095054
15,30,,0.42,1.4,,3015607,8178371
30,41,,,,,3015607,8261687
0,33,,1.4114,1.38,,3015608,8011741
33,71,,1.4114,1.4,,3015608,8095058
71,89,,1.4114,1.45,,3015608,8178375
89,99,,,,,3015608,8261691
36,127,,1.41,1.35,,3015609,8011745
127,137,,,,,3015609,8095062
0,5,,4.0,0.95,,3015609,8178378
5,36,,4.0,0.95,,3015609,8261694
0,51,,4.213,1.1,,3015610,8011748
51,132,,4.23,1.2,,3015610,8095065
132,152,,4.23,1.2,,3015610,8178382
28,61,,1.41,1.25,,3015611,8011752
61,76,,1.41,1.25,,3015611,8095069
0,18,,4.23,1.2,,3015611,8178385
76,152,,1.41,1.3,,3015611,8178386
18,28,,4.23,1.3,,3015611,8261701
66,163,,4.23,1.25,,3015612,8011756
0,13,,4.23,1.25,,3015612,8095072
13,48,,1.41,1.3,,3015612,8178389
48,66,,1.41,1.3,,3015612,8261705
0,20,,4.23,1.25,,3015613,8011759
20,81,,4.23,1.25,,3015613,8095076
81,152,,4.23,1.25,,3015613,8178393
23,79,,4.23,1.35,,3015614,8011763
79,89,,14.11,1.55,,3015614,8095080
0,10,,4.23,1.25,,3015614,8178396
89,114,,,,,3015614,8178397
10,23,,4.23,1.25,,3015614,8261712
0,25,,1.41,1.28,,3015615,8011766
25,81,,0.42,1.48,,3015615,8095083
81,152,,0.42,1.4,,3015615,8178400
15,97,,1.41,1.25,,3015616,8011770
97,152,,1.41,1.35,,3015616,8095087
0,15,,4.23,1.15,,3015616,8261719
71,152,,14.11,1.43,,3015617,8011773
0,36,,4.23,1.25,,3015617,8178406
36,71,,4.23,1.25,,3015617,8261722
5,18,,4.23,1.4,,3015618,8178409
18,28,,4.23,1.4,,3015618,8261725
28,38,,,,,3015618,8011776
0,5,,4.23,1.3,,3015618,8095092
28,41,,14.11,1.05,,3015619,8011779
41,84,,14.11,1.35,,3015619,8095096
84,109,,,,,3015619,8178413
0,28,,14.11,1.0,,3015619,8261728
0,15,,4.23,1.3,,3015620,8095100
163,193,,14.11,1.48,,3015620,8095101
15,33,,4.23,1.3,,3015620,8178417
33,132,,4.23,1.3,,3015620,8261733
132,163,,14.11,1.43,,3015620,8011784
8,48,,4.23,1.25,,3015621,8011787
48,152,,4.23,1.3,,3015621,8095104
0,8,,4.23,1.3,,3015621,8261736
10,33,,4.23,1.3,,3015622,8011790
127,152,,4.23,1.35,,3015622,8011791
33,46,,1.41,1.4,,3015622,8095107
46,89,,1.41,1.4,,3015622,8178424
0,10,,4.23,1.3,,3015622,8261739
89,127,,1.41,1.4,,3015622,8261740
0,91,,4.23,1.24,,3015623,8095111
91,152,,4.23,1.4,,3015623,8178428
0,13,,0.42,1.5,,3015624,8178431
13,160,,0.0,1.43,,3015624,8261747
89,152,,14.11,1.35,,3015625,8011801
0,36,,14.11,1.35,,3015625,8178434
36,89,,14.11,1.35,,3015625,8261750
0,33,,14.11,1.25,,3015626,8011804
33,91,,4.23,1.45,,3015626,8095121
91,135,,1.41,1.5,,3015626,8178438
135,145,,0.0,,,3015626,8261754
0,23,,4.23,1.45,,3015627,8011808
23,114,,1.41,1.4,,3015627,8095125
114,152,,0.42,1.3,,3015627,8178442
0,8,,4.0,1.35,,3015629,8011814
8,30,,1.41,1.4,,3015629,8095131
30,84,,4.0,1.58,,3015629,8178448
84,109,,,,,3015629,8261764
8,30,,4.0,1.53,,3015630,8011818
30,41,,,,,3015630,8095135
41,152,,42.0,1.55,,3015630,8178452
0,8,,4.0,1.53,,3015630,8261767
0,41,,42.0,1.58,,3015631,8011822
41,58,,141.0,1.63,,3015631,8095139
58,69,,,,,3015631,8178456
69,152,,42.0,1.75,,3015632,8011826
152,163,,,,,3015632,8095143
0,8,,14.0,1.7,,3015632,8178459
8,69,,14.0,1.75,,3015632,8261775
0,41,,42.0,1.58,,3015633,8011829
41,58,,141.0,1.63,,3015633,8095146
58,69,,,,,3015633,8178463
0,30,,42.0,,,3015634,8095149
30,102,,42.0,,,3015634,8178466
102,152,,141.0,,,3015634,8261782
109,152,,0.42,1.35,,3015635,8011836
0,23,,4.0,1.1,,3015635,8095152
23,38,,4.0,1.38,,3015635,8178469
38,109,,0.42,1.38,,3015635,8261785
99,152,,4.0,1.38,,3015636,8011839
0,69,,4.0,1.38,,3015636,8178472
69,99,,4.0,1.38,,3015636,8261788
41,137,,14.0,1.48,,3015637,8011843
137,152,,,,,3015637,8095160
0,23,,4.0,1.13,,3015637,8178476
23,41,,4.0,1.38,,3015637,8261792
13,28,,4.0,1.23,,3015638,8011846
0,13,,4.0,1.2,,3015638,8011847
28,99,,4.0,1.4,,3015638,8095163
99,114,,4.0,1.4,,3015638,8178480
114,140,,,,,3015638,8261796
5,25,,14.0,1.5,,3015639,8011851
25,71,,14.0,1.6,,3015639,8095168
71,152,,14.0,1.6,,3015639,8178485
0,5,,14.0,1.3,,3015639,8261800
97,152,,1.4,1.35,,3015640,8011855
0,18,,4.0,1.18,,3015640,8095171
18,69,,1.4,1.3,,3015640,8178488
69,97,,4.0,1.3,,3015640,8261804
0,8,,4.0,1.18,,3015641,8011858
140,178,,0.42,1.45,,3015641,8011859
8,43,,4.0,1.23,,3015641,8095175
43,97,,4.0,1.33,,3015641,8178492
97,140,,4.0,1.45,,3015641,8261808
10,41,,4.0,1.35,,3015642,8261812
74,112,,14.0,1.43,,3015642,8011862
41,74,,4.0,1.35,,3015642,8011863
112,152,,42.0,1.45,,3015642,8095179
0,10,,4.0,1.35,,3015642,8178496
18,56,,4.0,1.55,,3015644,8011869
56,152,,4.0,1.55,,3015644,8095186
0,18,,4.0,1.5,,3015644,8261818
0,53,,14.11,1.08,,3015645,8095189
53,140,,14.11,1.18,,3015645,8178506
140,165,,,,,3015645,8261822
71,99,,0.42,1.38,,3015646,8011876
0,10,,4.0,1.45,,3015646,8095192
99,152,,1.41,1.53,,3015646,8095193
10,20,,1.41,1.4,,3015646,8178509
20,71,,0.0,1.33,,3015646,8261825
0,23,,4.0,1.35,,3015647,8011879
23,46,,4.0,1.45,,3015647,8095196
46,94,,,,,3015647,8178513
94,152,,141.14,1.63,,3015647,8261829
0,25,,4.0,1.4,,3015648,8011882
25,152,,4.0,1.45,,3015648,8095199
28,36,,4.23,1.4,,3015649,8011886
36,51,,,,,3015649,8095203
0,8,,4.23,1.4,,3015649,8178519
51,76,,,,,3015649,8178520
8,28,,1.41,1.4,,3015649,8261835
0,15,,14.11,1.28,,3015650,8011890
15,48,,4.23,1.33,,3015650,8095207
48,61,,4.23,1.45,,3015650,8178524
61,71,,,,,3015650,8261840
0,152,,,,,3015651,8095211
130,140,,,,,3015652,8011899
25,51,,0.42,1.48,,3015652,8095215
51,91,,4.23,1.28,,3015652,8178532
0,8,,4.23,1.2,,3015652,8261847
91,130,,,,,3015652,8261848
8,25,,1.41,1.28,,3015652,8011898
25,36,,1.41,1.38,,3015653,8011902
36,64,,0.42,1.35,,3015653,8095219
64,89,,0.0,,,3015653,8178536
0,25,,4.23,1.38,,3015653,8261851
8,46,,1.41,1.38,,3015654,8011906
46,56,,,,,3015654,8095223
0,8,,4.23,1.3,,3015654,8261855
25,56,,4.23,1.5,,3015655,8261859
56,66,,,,,3015655,8011910
0,8,,4.23,1.3,,3015655,8095226
8,25,,1.41,1.4,,3015655,8178543
13,36,,4.23,1.38,,3015656,8011913
36,76,,1.41,1.35,,3015656,8095230
76,152,,1.41,1.38,,3015656,8178547
0,13,,4.23,1.38,,3015656,8261862
64,71,,4.23,1.45,,3015657,8011917
71,81,,,,,3015657,8095234
0,28,,14.11,1.28,,3015657,8178550
28,64,,4.23,1.33,,3015657,8261866
0,10,,4.23,1.2,,3015667,8095271
10,20,,1.41,1.4,,3015667,8178588
20,46,,0.0,,,3015667,8261904
30,41,,0.0,,,3015668,8011958
0,15,,14.11,1.35,,3015668,8178591
15,30,,4.23,1.43,,3015668,8261907
76,86,,,,,3015669,8011962
0,15,,4.23,1.3,,3015669,8095278
15,25,,1.41,1.35,,3015669,8178595
25,76,,0.42,1.45,,3015669,8261911
0,20,,4.0,1.5,,3015671,8095284
20,53,,1.41,1.4,,3015671,8178601
53,152,,4.0,1.5,,3015671,8261917
0,28,,4.0,1.2,,3015672,8011970
150,160,,,,,3015672,8011971
28,38,,1.41,1.4,,3015672,8095287
38,114,,0.42,1.4,,3015672,8178604
114,150,,1.41,1.45,,3015672,8261920
0,23,,14.11,1.48,,3015673,8011974
127,137,,,,,3015673,8011975
23,38,,14.11,1.6,,3015673,8095291
38,84,,14.11,1.6,,3015673,8178608
84,127,,42.34,1.65,,3015673,8261924
28,152,,0.42,1.35,,3015674,8011978
0,28,,4.0,1.35,,3015674,8261927
0,38,,4.0,1.2,,3015676,8011984
38,152,,4.0,1.33,,3015676,8095301
33,152,,4.2343,1.53,,3016847,7932418
0,33,,4.2343,1.55,,3016847,8182367
119,130,,,,,3016848,7932421
0,33,,4.2343,1.55,,3016848,8099054
33,119,,4.2343,1.55,,3016848,8182370
0,25,,4.2343,1.08,,3016849,7932423
25,152,,1.4114,1.25,,3016849,8015740
36,104,,4.2343,1.45,,3016850,7932426
104,152,,4.2343,1.55,,3016850,8015743
0,36,,4.2343,1.55,,3016850,8182375
0,38,,4.2343,1.5,,3016851,7932429
38,71,,4.2343,1.55,,3016851,8015746
71,152,,14.1143,1.55,,3016851,8099063
152,163,,,,,3016851,8182379
0,76,,4.2343,1.25,,3016852,8099066
76,152,,4.2343,1.3,,3016852,8182382
23,56,,4.2343,,,3016853,7932436
56,69,,4.2343,,,3016853,8015753
69,152,,141.1433,,,3016853,8099070
0,23,,14.1143,,,3016853,8182385
97,152,,4.2343,1.25,,3016854,7932439
0,20,,4.2343,1.25,,3016854,8099072
20,97,,4.2343,1.25,,3016854,8182388
0,15,,42.343,1.5,,3016855,8015758
15,33,,14.1143,1.4,,3016855,8099075
33,152,,141.1433,1.53,,3016855,8182391
0,13,,4.2343,1.33,,3016856,7932444
13,119,,4.2343,1.35,,3016856,8015761
119,152,,42.343,1.63,,3016856,8099078
152,178,,4.2343,1.4,,3016856,8182394
0,18,,4.2343,,,3016857,8015764
18,86,,4.2343,,,3016857,8099081
86,97,,,,,3016857,8182397
58,86,,4.2343,,,3016858,7932450
86,97,,,,,3016858,8015767
0,58,,4.2343,,,3016858,8182399
97,152,,4.2343,1.25,,3016859,7932453
0,20,,4.2343,1.25,,3016859,8099086
20,97,,4.2343,1.25,,3016859,8182402
0,152,,,,,3016860,7932455
8,41,,4.2343,1.6,,3016861,7932458
41,137,,4.2343,1.63,,3016861,8015775
137,152,,141.1433,1.68,,3016861,8099092
0,8,,4.2343,1.53,,3016861,8182407
0,25,,,,,3016862,8015779
25,76,,,,,3016862,8099096
76,86,,,,,3016862,8182412
61,81,,4.2343,1.48,,3016863,7932466
81,152,,1.4114,1.58,,3016863,8015783
0,25,,4.2343,1.3,,3016863,8099099
25,61,,4.2343,1.38,,3016863,8182415
89,99,,,,,3016864,7932470
0,13,,4.2343,1.4,,3016864,8015786
13,56,,1.4114,1.45,,3016864,8099103
56,89,,4.2343,1.5,,3016864,8182419
0,152,,,,,3016865,7932472
0,38,,4.2343,0.75,,3016866,7932475
38,89,,4.2343,1.45,,3016866,8015792
89,152,,14.1143,1.55,,3016866,8099109
152,163,,,,,3016866,8182425
0,30,,1.4114,1.4,,3016867,8015795
30,99,,1.4114,1.45,,3016867,8099112
99,152,,4.2343,1.5,,3016867,8182428
0,152,,,,,3016868,8099116
0,41,,42.343,1.58,,3016869,8015802
41,58,,141.1433,1.63,,3016869,8099119
58,69,,,,,3016869,8182435
0,152,,,,,3016870,7932489
0,25,,,,,3016871,8015809
25,76,,,,,3016871,8099126
76,86,,,,,3016871,8182442
104,114,,,,,3016872,7932496
0,15,,4.2343,1.28,,3016872,8015812
15,36,,1.4114,1.4,,3016872,8099129
36,104,,0.4234,1.5,,3016872,8182445
41,58,,42.343,1.5,,3016873,7932499
58,152,,42.343,1.5,,3016873,8015816
0,5,,4.2343,0.75,,3016873,8099132
5,41,,4.2343,0.75,,3016873,8182448
0,18,,14.1143,1.28,,3016874,7932503
18,104,,14.1143,1.48,,3016874,8015820
104,140,,42.343,1.48,,3016874,8099137
140,150,,,,,3016874,8182453
0,41,,0.4234,1.4,,3016875,8015824
41,119,,0.4234,1.4,,3016875,8099141
119,152,,141.1433,1.65,,3016875,8182457
56,71,,4.2343,1.23,,3016876,7932510
71,160,,42.343,1.55,,3016876,8015827
0,56,,4.2343,0.9,,3016876,8182459
51,74,,1.4114,1.58,,3016877,7932514
74,213,,0.0,1.75,,3016877,8015831
0,28,,4.2343,1.15,,3016877,8099147
28,51,,4.2343,1.38,,3016877,8182463
0,43,,4.2343,1.4,,3016878,8099151
43,152,,0.4234,1.5,,3016878,8182467
91,152,,1.4114,1.48,,3016879,7932521
0,46,,4.2343,1.28,,3016879,8099154
46,91,,1.4114,1.48,,3016879,8182470
0,28,,4.2343,0.68,,3016880,8015840
28,99,,4.2343,1.35,,3016880,8099157
99,152,,1.4114,1.5,,3016880,8182473
155,178,,4.2343,1.3,,3016881,7932526
0,30,,4.2343,1.3,,3016881,8099159
30,155,,0.4234,1.2,,3016881,8182475
0,152,,,,,3016882,8099162
33,71,,14.1143,1.23,,3016883,7932532
71,81,,,,,3016883,8015849
0,18,,14.1143,1.28,,3016883,8099165
18,33,,14.1143,1.23,,3016883,8182481
56,69,,4.2343,1.35,,3016884,7932536
0,8,,4.2343,1.15,,3016884,8015852
69,79,,,,,3016884,8015853
8,25,,4.2343,1.2,,3016884,8099169
25,56,,4.2343,1.3,,3016884,8182485
20,71,,4.2343,1.53,,3016885,7932539
71,81,,,,,3016885,8015856
0,20,,4.2343,1.4,,3016885,8182488
79,152,,42.343,1.5,,3016886,7932542
0,8,,4.2343,0.75,,3016886,8015858
8,38,,4.2343,0.75,,3016886,8099175
38,79,,14.1143,1.25,,3016886,8182491
46,127,,14.1143,1.48,,3016887,7932545
127,137,,,,,3016887,8015862
0,33,,4.2343,0.73,,3016887,8099178
33,46,,14.1143,1.2,,3016887,8182494
0,10,,4.2343,0.95,,3016888,7932548
10,64,,14.1143,1.35,,3016888,8015865
64,152,,42.343,1.45,,3016888,8099182
0,71,,4.2343,0.75,,3016889,7932552
71,132,,14.1143,1.45,,3016889,8015869
132,152,,42.343,1.55,,3016889,8099186
15,79,,1.4114,1.4,,3016890,7932555
79,152,,1.4114,1.45,,3016890,8015872
0,15,,4.2343,1.3,,3016890,8182504
69,152,,1.4114,1.63,,3016891,7932558
0,33,,4.2343,1.35,,3016891,8099191
33,69,,0.4234,1.65,,3016891,8182507
30,41,,,,,3016892,7932561
0,30,,,,,3016892,8182510
0,5,,4.2343,0.75,,3016893,7932564
5,38,,4.2343,0.75,,3016893,8015881
38,66,,4.2343,1.4,,3016893,8099198
66,152,,14.1143,1.5,,3016893,8182514
38,107,,14.1143,1.4,,3016894,7932568
107,152,,14.1143,1.4,,3016894,8015885
0,25,,14.1143,0.75,,3016894,8099201
25,38,,14.1143,0.75,,3016894,8182517
66,152,,14.1143,1.5,,3016895,7932572
5,38,,4.2343,0.75,,3016895,8015888
0,5,,4.2343,0.75,,3016895,8099205
38,66,,4.2343,1.4,,3016895,8182521
0,8,,14.1143,0.75,,3016896,8015892
8,61,,14.1143,0.75,,3016896,8099209
61,152,,141.1433,,,3016896,8182525
61,152,,14.1143,,,3017413,7934264
0,8,,4.2343,,,3017413,8017580
8,33,,4.2343,,,3017413,8100897
33,61,,14.1143,,,3017413,8184213
0,152,,141.1433,2.18,,3017416,7934272
18,36,,4.2343,1.33,,3017454,8184338
0,18,,4.2343,0.9,,3017454,8101022
36,97,,4.2343,1.48,,3017454,7934389
97,152,,4.2343,1.48,,3017454,8017706
30,102,,0.4234,1.43,,3017479,7934472
102,152,,0.4234,1.48,,3017479,8017789
0,30,,1.4114,1.2,,3017479,8184421
0,13,,4.2343,,,3017514,8017906
13,51,,1.4114,,,3017514,8101223
51,152,,4.2343,,,3017514,8184539
48,117,,4.2343,1.55,,3017516,7934597
117,178,,4.2343,1.55,,3017516,8017914
0,10,,4.2343,1.3,,3017516,8101230
10,48,,4.2343,1.55,,3017516,8184546
0,46,,4.2343,1.18,,3017542,7934681
46,152,,4.2343,1.35,,3017542,8017998
0,15,,14.1143,1.4,,3017543,7934684
15,64,,42.343,1.58,,3017543,8018001
64,124,,42.343,1.58,,3017543,8101318
124,152,,42.343,1.65,,3017543,8184634
0,46,,4.2343,1.18,,3017598,8101501
46,152,,4.2343,1.35,,3017598,8184817
10,33,,4.2343,1.4,,3017645,7935021
33,38,,4.2343,1.43,,3017645,8018338
38,48,,,,,3017645,8101655
0,10,,4.2343,1.3,,3017645,8184970
25,66,,4.2343,1.53,,3017646,8018341
66,152,,4.2343,1.53,,3017646,8101658
0,25,,4.2343,0.8,,3017646,7935024
46,102,,14.1143,1.45,,3017672,7935111
102,152,,14.1143,1.53,,3017672,8018428
0,46,,14.1143,1.45,,3017672,8185060
0,28,,4.2343,1.35,,3017678,8018448
28,38,,4.2343,1.5,,3017678,8101765
38,152,,0.4234,1.53,,3017678,8185081
0,152,,,,,3017679,8185084
64,152,,14.1143,1.4,,3017695,7935187
0,15,,4.2343,0.78,,3017695,8018503
15,41,,4.2343,0.78,,3017695,8101820
41,64,,4.2343,1.18,,3017695,8185136
48,107,,1.4114,1.25,,3018329,7937216
107,152,,0.4234,1.3,,3018329,8020533
0,20,,4.2343,1.2,,3018329,8103849
20,48,,4.2343,1.2,,3018329,8187165
0,33,,4.2343,1.3,,3018330,7937219
33,104,,4.2343,1.35,,3018330,8020536
104,251,,4.2343,1.5,,3018330,8103853
74,152,,14.1143,1.6,,3019347,7940432
152,213,,42.343,1.65,,3019347,8023749
0,10,,4.2343,1.45,,3019347,8107065
10,74,,1.4114,1.45,,3019347,8190381
79,109,,4.2343,1.55,,3019348,7940437
109,114,,,,,3019348,8023754
0,10,,4.2343,1.45,,3019348,8107070
10,79,,4.2343,1.5,,3019348,8190386
58,91,,0.4234,1.3,,3019349,7940441
91,127,,,,,3019349,8023758
0,33,,4.2343,1.45,,3019349,8107074
33,58,,0.4234,1.3,,3019349,8190390
58,94,,4.2343,1.3,,3019403,7940611
94,152,,42.343,1.45,,3019403,8023928
0,38,,4.2343,1.23,,3019403,8107244
38,58,,4.2343,1.25,,3019403,8190560
114,124,,,,,3019714,7941594
0,25,,4.2343,1.45,,3019714,8024910
25,48,,4.2343,1.55,,3019714,8108227
48,114,,1.4114,1.45,,3019714,8191543
28,119,,14.1143,1.28,,3020611,7944431
119,152,,14.1143,1.4,,3020611,8027748
0,10,,4.2343,1.28,,3020611,8111064
10,28,,4.2343,1.28,,3020611,8194380
69,152,,4.2343,1.35,,3020620,7944458
0,43,,4.2343,1.35,,3020620,8111091
43,69,,4.2343,1.35,,3020620,8194407
97,107,,,,,3020622,7944464
0,36,,4.2343,1.3,,3020622,8027780
36,61,,4.2343,1.3,,3020622,8111097
61,97,,4.2343,1.3,,3020622,8194413
10,71,,1.4114,1.35,,3020624,7944470
71,97,,1.4114,,,3020624,8027787
0,10,,4.2343,1.3,,3020624,8194419
61,152,,4.2343,1.33,,3021050,7945821
0,61,,4.2343,1.2,,3021050,8195770
20,43,,4.2343,1.3,,3021051,7945823
43,152,,1.4114,1.38,,3021051,8029140
0,20,,4.2343,1.23,,3021051,8195772
0,152,,,,,3021052,8112459
58,152,,42.343,1.55,,3021053,7945829
0,20,,14.1143,1.25,,3021053,8112462
20,58,,14.1143,1.45,,3021053,8195778
0,53,,4.2343,1.23,,3021054,8112465
53,157,,1.4114,1.3,,3021054,8195781
18,43,,4.2343,1.3,,3021055,7945834
43,56,,4.2343,1.43,,3021055,8029151
56,124,,0.4234,1.6,,3021055,8112468
0,18,,4.2343,1.25,,3021055,8195783
124,152,,0.4234,1.6,,3021055,8195784
0,23,,4.2343,1.3,,3021056,7945838
23,79,,14.1143,1.4,,3021056,8029155
79,107,,14.1143,1.4,,3021056,8112472
107,117,,,,,3021056,8195788
18,36,,4.2343,1.38,,3021064,7945864
36,51,,1.4114,1.38,,3021064,8029181
51,97,,4.2343,1.38,,3021064,8112498
0,18,,4.2343,1.23,,3021064,8195813
97,107,,,,,3021064,8195814
71,81,,,,,3021520,7947422
0,13,,14.1143,1.3,,3021520,8030738
13,46,,4.2343,1.3,,3021520,8114055
46,71,,4.2343,1.33,,3021520,8197371
61,152,,4.2343,1.55,,3021564,7947566
0,15,,4.2343,1.5,,3021564,8114199
15,61,,4.2343,1.55,,3021564,8197515
41,51,,,,,3021823,8198315
0,15,,4.0,1.25,,3021823,8031682
15,41,,4.0,1.25,,3021823,8114999
46,84,,4.0,1.55,,3021862,7948501
84,152,,141.14,1.6,,3021862,8031818
0,46,,4.0,1.55,,3021862,8198450
61,152,,4.0,1.45,,3021863,7948504
0,61,,4.0,1.45,,3021863,8198453
0,56,,4.0,1.24,,3021864,8115140
56,152,,4.0,1.4,,3021864,8198456
152,165,,1.41,1.48,,3021865,7948510
0,18,,4.0,1.43,,3021865,8115143
18,152,,1.41,1.33,,3021865,8198459
0,33,,4.23,1.3,,3021866,8115147
33,152,,4.23,1.3,,3021866,8198463
0,25,,4.0,1.4,,3021867,8031833
25,64,,4.0,1.48,,3021867,8115150
64,152,,141.14,1.63,,3021867,8198466
0,23,,4.0,1.4,,3021868,7948519
23,152,,4.0,1.45,,3021868,8031836
0,18,,4.0,1.2,,3021870,7948523
18,41,,4.0,1.23,,3021870,8031840
41,152,,4.0,1.3,,3021870,8115157
0,36,,4.0,1.23,,3021871,7948526
36,97,,1.41,1.4,,3021871,8031843
97,122,,4.0,1.45,,3021871,8115160
122,132,,,,,3021871,8198476
0,51,,4.0,1.24,,3021872,8031846
51,152,,4.0,1.4,,3021872,8115163
0,25,,4.0,1.3,,3021873,8031848
25,91,,1.41,1.38,,3021873,8115165
91,152,,14.11,1.3,,3021873,8198481
0,13,,4.0,1.5,,3021875,8031855
13,79,,4.0,1.55,,3021875,8115172
79,152,,4.0,1.55,,3021875,8198488
0,18,,4.0,1.33,,3021876,8031858
18,117,,4.0,1.43,,3021876,8115175
117,152,,4.0,1.48,,3021876,8198491
0,10,,4.0,1.3,,3021878,7948548
10,36,,4.0,1.4,,3021878,8031865
36,46,,4.0,1.4,,3021878,8115182
46,56,,,,,3021878,8198498
0,25,,14.11,1.25,,3021879,8115184
25,152,,4.0,1.35,,3021879,8198500
0,13,,1.41,1.38,,3021880,8031870
13,152,,1.41,1.4,,3021880,8115187
152,163,,42.34,1.53,,3021880,8198503
36,46,,,,,3021881,7948557
0,20,,4.0,1.48,,3021881,8115190
20,36,,4.0,1.55,,3021881,8198506
0,30,,14.11,1.5,,3021883,8031879
30,145,,14.11,1.53,,3021883,8115196
145,152,,42.34,1.6,,3021883,8198512
25,152,,42.34,1.6,,3021884,7948565
0,25,,42.34,1.53,,3021884,8198514
0,25,,4.0,1.3,,3021885,8031884
25,41,,4.0,1.35,,3021885,8115201
41,152,,4.0,1.35,,3021885,8198517
0,33,,4.0,1.4,,3021886,8031886
33,157,,1.41,1.48,,3021886,8115203
89,152,,141.0,1.65,,3021888,7948576
0,13,,4.0,1.45,,3021888,8115209
13,89,,4.0,1.5,,3021888,8198525
97,152,,141.14,1.65,,3021891,8115221
10,36,,4.0,1.55,,3021891,8198536
0,10,,4.0,1.55,,3021891,8198537
36,53,,4.0,1.55,,3021891,7948587
53,97,,,,,3021891,8031904
0,10,,14.11,1.3,,3021892,7948592
10,30,,4.0,1.35,,3021892,7948593
48,64,,4.0,1.35,,3021892,8031909
64,74,,,,,3021892,8115226
30,48,,4.0,1.35,,3021892,8198542
89,107,,1.41,1.4,,3021896,7948606
0,25,,4.0,1.33,,3021896,8031922
107,119,,42.34,1.4,,3021896,8031923
25,53,,1.41,1.4,,3021896,8115239
119,152,,42.34,1.53,,3021896,8115240
53,89,,1.41,1.4,,3021896,8198555
0,25,,42.34,1.6,,3021897,7948611
25,58,,42.34,1.65,,3021897,7948612
132,152,,42.34,1.65,,3021897,8031928
89,132,,42.34,1.65,,3021897,8115245
58,89,,42.34,1.65,,3021897,8198561
0,25,,14.11,1.3,,3021899,8115251
25,152,,14.11,1.3,,3021899,8198567
0,46,,4.0,1.18,,3021902,8031942
46,94,,4.0,1.35,,3021902,8115259
94,152,,4.0,1.48,,3021902,8198575
0,25,,,,,3021903,8031945
25,71,,,,,3021903,8115262
71,97,,,,,3021903,8198578
0,18,,14.11,1.4,,3021904,7948631
18,30,,14.11,1.5,,3021904,8031948
30,53,,14.11,1.6,,3021904,8115265
53,152,,141.14,1.55,,3021904,8198581
0,74,,4.0,1.3,,3021905,7948634
74,97,,4.0,1.3,,3021905,8031951
97,127,,14.11,1.4,,3021905,8115268
127,152,,141.14,1.58,,3021905,8198584
0,20,,4.0,1.35,,3021909,7948644
20,64,,4.0,1.6,,3021909,8031961
64,152,,141.14,1.85,,3021909,8115278
64,152,,141.14,1.85,,3021912,7948653
0,20,,4.0,1.35,,3021912,8115286
20,64,,4.0,1.6,,3021912,8198602
94,107,,14.11,1.4,,3021913,7948656
107,152,,1.41,1.4,,3021913,8031973
0,18,,4.0,1.3,,3021913,8115289
18,94,,0.42,1.3,,3021913,8198605
0,25,,4.0,1.3,,3021914,8031975
25,74,,4.0,1.38,,3021914,8115292
74,168,,4.0,1.3,,3021914,8198608
0,25,,42.34,1.3,,3021915,8031979
25,117,,14.11,1.3,,3021915,8115296
117,127,,,,,3021915,8198612
20,152,,1.41,1.58,,3021916,8115299
0,20,,1.41,1.53,,3021916,8031982
79,117,,4.0,1.55,,3021917,7948669
0,28,,14.11,1.45,,3021917,8031985
117,127,,,,,3021917,8031986
28,43,,14.11,1.45,,3021917,8115302
43,79,,4.0,1.55,,3021917,8198618
114,124,,,,,3021918,7948672
0,18,,4.0,1.03,,3021918,8031988
18,81,,1.41,1.28,,3021918,8115305
81,114,,1.41,1.53,,3021918,8198621
0,20,,4.0,1.28,,3021922,7948683
20,79,,1.41,1.35,,3021922,8032000
79,119,,4.0,1.35,,3021922,8115317
119,152,,4.0,1.35,,3021922,8198633
0,8,,4.0,1.53,,3021923,8032003
8,23,,4.0,1.55,,3021923,8115320
23,152,,141.0,1.45,,3021923,8198636
36,76,,1.41,1.38,,3021924,7948690
76,155,,4.0,1.38,,3021924,8032007
0,36,,4.0,1.33,,3021924,8198639
0,10,,14.11,1.55,,3021928,7948702
10,43,,4.0,1.65,,3021928,8032019
43,69,,,,,3021928,8115336
84,178,,,,,3021929,7948707
0,18,,4.0,1.55,,3021929,8032023
18,51,,1.41,1.5,,3021929,8115340
51,84,,4.0,1.55,,3021929,8198656
8,66,,4.0,1.3,,3021935,7948726
66,81,,4.0,1.3,,3021935,8032043
81,91,,,,,3021935,8115360
0,8,,4.0,1.3,,3021935,8198675
36,127,,4.0,1.38,,3021937,7948732
127,165,,141.14,1.4,,3021937,8032049
0,36,,4.0,1.38,,3021937,8198681
0,23,,4.0,1.38,,3021938,7948734
23,132,,4.0,1.38,,3021938,8032051
132,157,,141.14,1.4,,3021938,8115368
0,25,,42.34,1.3,,3021939,8198687
25,117,,14.11,1.3,,3021939,7948738
117,127,,,,,3021939,8032055
0,5,,4.0,1.3,,3021940,7948741
5,28,,4.0,1.38,,3021940,8032058
28,104,,14.11,1.35,,3021940,8115375
