textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Loam,15326085,15618824,7997611,0,664663,15,No ,3011202,46,71,,1.4114,1.5,
Sandy clay loam,15622428,15543132,7997611,0,664663,15,No ,3011202,46,71,,1.4114,1.5,
Loam,15475254,15959589,7999705,0,666910,9,No ,3011852,23,56,,4.2343,1.38,
Clay loam,15327082,15619079,7999705,0,666910,9,No ,3011852,23,56,,4.2343,1.38,
Loam,15623425,15694730,7999705,0,666910,9,No ,3011852,23,56,,4.2343,1.38,
,15476781,15505947,8002929,0,670344,13,Yes,2986963,94,107,,,,
Silt loam,15478530,15960428,8006960,0,674316,18,Yes,3065951,51,152,,4.2343,1.2,
Silty clay loam,15626701,15544225,8006960,0,674316,18,Yes,3065951,51,152,,4.2343,1.2,
Silt loam,15479146,15960584,8008362,0,675770,3,No ,3040484,0,61,,4.2343,1.45,
Silt loam,15480291,15960875,8011027,0,661634,7,Yes,3067198,71,152,,4.0,1.35,
Loam,15332119,15469020,8011027,0,661634,7,Yes,3067198,71,152,,4.0,1.35,
Silt loam,15628462,15696016,8011027,0,661634,7,Yes,3067198,71,152,,4.0,1.35,
Silt loam,15480293,15658188,8011033,0,661639,6,Yes,3015388,0,23,,4.0,1.3,
Silt loam,15480311,15506849,8011076,0,661708,6,Yes,3067216,0,20,,4.0,1.3,
Silt loam,15480316,15658194,8011088,0,661714,1,Yes,3067220,41,152,,4.0,1.35,
Sandy loam,15480332,15658198,8011133,0,661730,31,Yes,2989513,20,30,,14.11,1.5,
Coarse sand,15480336,15658199,8011146,0,661734,11,Yes,3067236,38,152,,141.14,1.65,
Sand,15332164,15771719,8011146,0,661734,11,Yes,3067236,38,152,,141.14,1.65,
Loamy coarse sand,15628507,15847371,8011146,0,661734,11,Yes,3067236,38,152,,141.14,1.65,
Loam,15480343,15658201,8011166,0,661747,5,Yes,3015432,0,13,,4.0,1.65,
Sandy loam,15480350,15506859,8011184,0,661757,16,Yes,3041345,25,152,,14.11,1.3,
Very fine sandy loam,15628521,15696031,8011184,0,661757,16,Yes,3041345,25,152,,14.11,1.3,
Clay loam,15480352,15809547,8011189,0,661765,6,Yes,3067253,0,10,,1.41,1.4,
Loam,15480359,15658205,8011206,0,661768,15,Yes,3015446,23,53,,4.0,1.63,
Loam,15332187,15620381,8011206,0,661768,15,Yes,3015446,23,53,,4.0,1.63,
Sandy loam,15480377,15506866,8011245,0,661797,5,Yes,3015458,124,152,,4.0,1.58,
Loam,15332205,15923073,8011245,0,661797,5,Yes,3015458,124,152,,4.0,1.58,
Sandy clay loam,15628548,15544694,8011245,0,661797,5,Yes,3015458,124,152,,4.0,1.58,
Loam,15480386,15658212,8011264,0,661803,3,Yes,2989557,20,69,,4.0,1.3,
Loam,15332214,15469044,8011264,0,661803,3,Yes,2989557,20,69,,4.0,1.3,
,15480400,15960903,8011297,0,661827,1,Yes,3015472,48,64,,,,
Silty clay loam,15480402,15658216,8011300,0,661829,2,Yes,2989566,43,114,,1.41,1.3,
Silt loam,15332230,15469048,8011300,0,661829,2,Yes,2989566,43,114,,1.41,1.3,
Coarse sandy loam,15480427,15809566,8011360,0,661860,18,Yes,3041399,124,152,,14.11,1.6,
Coarse sandy loam,15332255,15620398,8011360,0,661860,18,Yes,3041399,124,152,,14.11,1.6,
Sandy loam,15628598,15696051,8011360,0,661860,18,Yes,3041399,124,152,,14.11,1.6,
Clay loam,15480434,15658224,8011375,0,661880,14,Yes,2989590,25,51,,1.41,1.48,
Loam,15332262,15469056,8011375,0,661880,14,Yes,2989590,25,51,,1.41,1.48,
Clay loam,15628605,15544709,8011375,0,661880,14,Yes,2989590,25,51,,1.41,1.48,
,15480436,15960912,8011380,0,661888,16,Yes,3041405,81,107,,,,
Coarse sandy loam,15480441,15506882,8011396,0,661864,3,Yes,3015503,0,56,,14.11,1.65,
Silt loam,15480450,15658228,8011413,0,661904,21,Yes,3041415,0,23,,4.0,1.4,
,15480459,15809574,8011434,0,661916,6,Yes,3067327,86,97,,,,
Loam,15480461,15506887,8011439,0,661931,22,Yes,3041423,0,8,,1.41,1.3,
Loam,15480466,15658232,8011456,0,661937,16,Yes,2989615,0,53,,4.0,1.5,
Sandy loam,15480468,15960920,8011462,0,661940,36,Yes,3067336,5,30,,4.0,1.5,
Loam,15332296,15469065,8011462,0,661940,36,Yes,3067336,5,30,,4.0,1.5,
Loam,15628639,15847405,8011462,0,661940,36,Yes,3067336,5,30,,4.0,1.5,
Loamy sand,15480475,15809578,8011479,0,661909,1,Yes,3041436,71,152,,141.14,1.45,
Coarse sand,15332303,15923098,8011479,0,661909,1,Yes,3041436,71,152,,141.14,1.45,
Silt,15480484,15960924,8011500,0,662038,1,Yes,2989629,41,69,,0.0,1.7,
Silt loam,15332312,15469069,8011500,0,662038,1,Yes,2989629,41,69,,0.0,1.7,
Silt loam,15480500,15960928,8011538,0,661996,12,No ,3067361,0,5,,4.0,0.78,
Loamy very fine sand,15480511,15809587,8011550,0,662012,6,No ,3067363,94,152,,42.0,1.55,
Loamy fine sand,15332339,15923107,8011550,0,662012,6,No ,3067363,94,152,,42.0,1.55,
Fine sandy loam,15628682,15696072,8011550,0,662012,6,No ,3067363,94,152,,42.0,1.55,
Silt loam,15480516,15960932,8011561,0,662024,24,No ,3041460,0,15,,4.0,1.4,
Silt loam,15480518,15658245,8011565,0,662026,9,No ,3041461,5,38,,4.0,0.78,
Silt loam,15332346,15771765,8011565,0,662026,9,No ,3041461,5,38,,4.0,0.78,
Silt loam,15480525,15506903,8011580,0,661970,7,Yes,3067371,0,30,,4.0,1.25,
Silt loam,15480527,15809591,8011587,0,661973,8,Yes,3067373,10,33,,4.0,1.05,
Clay loam,15480559,15809599,8011673,0,661954,16,No ,3067400,36,147,,1.4,,
Clay loam,15628730,15696084,8011673,0,661954,16,No ,3067400,36,147,,1.4,,
Sand,15480568,15960945,8011694,0,661926,3,Yes,3041501,109,152,,141.0,1.85,
Coarse sand,15332396,15620434,8011694,0,661926,3,Yes,3041501,109,152,,141.0,1.85,
Coarse sand,15480570,15658258,8011701,0,661924,6,Yes,3067409,102,142,,141.0,1.6,
Loamy coarse sand,15628741,15544743,8011701,0,661924,6,Yes,3067409,102,142,,141.0,1.6,
Sandy loam,15480577,15506916,8011717,0,661828,7,Yes,2989695,51,112,,14.11,1.55,
Loam,15628748,15998776,8011717,0,661828,7,Yes,2989695,51,112,,14.11,1.55,
Clay loam,15480586,15658262,8011739,0,661845,11,Yes,3067420,0,8,,1.41,1.33,
Clay,15480591,15809607,8011752,5,677004,5,Yes,3015611,28,61,,1.41,1.25,
Clay loam,15332419,15620440,8011752,5,677004,5,Yes,3015611,28,61,,1.41,1.25,
Loam,15480593,15506920,8011757,0,661791,2,Yes,3041519,104,152,,14.11,1.3,
Sandy loam,15332421,15923128,8011757,0,661791,2,Yes,3041519,104,152,,14.11,1.3,
Loam,15480595,15809608,8011762,0,661682,3,Yes,2989707,38,94,,14.11,1.4,
Fine sandy loam,15332423,15620441,8011762,0,661682,3,Yes,2989707,38,94,,14.11,1.4,
Silt loam,15480600,15960953,8011774,0,661672,4,Yes,3067430,0,28,,4.23,1.25,
Silty clay loam,15480602,15658266,8011781,0,661640,5,Yes,3041526,97,157,,1.41,1.35,
Silty clay loam,15628773,15544751,8011781,0,661640,5,Yes,3041526,97,157,,1.41,1.35,
Silt loam,15480609,15506924,8011796,0,661646,5,Yes,3067436,18,109,,4.23,1.25,
Loam,15628780,15998784,8011796,0,661646,5,Yes,3067436,18,109,,4.23,1.25,
Loam,15480611,15809612,8011800,0,661648,7,Yes,2989718,25,81,,4.23,1.3,
Silt loam,15332439,15620445,8011800,0,661648,7,Yes,2989718,25,81,,4.23,1.3,
Fine sandy loam,15628782,15696097,8011800,0,661648,7,Yes,2989718,25,81,,4.23,1.3,
Loamy coarse sand,15480620,15960958,8011822,0,661871,15,Yes,3015631,0,41,,42.0,1.58,
Loamy coarse sand,15480625,15506928,8011831,0,661948,49,Yes,3067446,36,127,,42.0,1.7,
Coarse sandy loam,15628796,15998788,8011831,0,661948,49,Yes,3067446,36,127,,42.0,1.7,
Silt loam,15480636,15960962,8011851,0,677069,15,No ,3015639,5,25,,14.0,1.5,
Silt loam,15332464,15771795,8011851,0,677069,15,No ,3015639,5,25,,14.0,1.5,
Loam,15628807,15847447,8011851,0,677069,15,No ,3015639,5,25,,14.0,1.5,
Loam,15480643,15809620,8011865,0,661800,11,No ,2989736,8,43,,4.0,1.23,
Loam,15332471,15620453,8011865,0,661800,11,No ,2989736,8,43,,4.0,1.23,
Silt loam,15628814,15696105,8011865,0,661800,11,No ,2989736,8,43,,4.0,1.23,
Loam,15480645,15506933,8011871,0,662077,1,No ,3067457,41,74,,4.0,1.35,
Loam,15332473,15923141,8011871,0,662077,1,No ,3067457,41,74,,4.0,1.35,
Clay loam,15480650,15658278,8011883,0,661696,20,Yes,3041555,30,38,,1.41,1.45,
Clay loam,15628821,15544763,8011883,0,661696,20,Yes,3041555,30,38,,1.41,1.45,
Loam,15480652,15960966,8011886,0,661825,2,Yes,3015649,28,36,,4.23,1.4,
Loam,15332480,15771799,8011886,0,661825,2,Yes,3015649,28,36,,4.23,1.4,
Clay loam,15480659,15809624,8011903,0,661850,2,Yes,3041560,10,28,,1.41,1.45,
Loam,15480661,15506937,8011907,0,661852,29,Yes,3041561,15,30,,1.41,1.5,
Loam,15332489,15923145,8011907,0,661852,29,Yes,3041561,15,30,,1.41,1.5,
Clay loam,15628832,15998797,8011907,0,661852,29,Yes,3041561,15,30,,1.41,1.5,
,15480684,15960974,8011960,0,661885,3,Yes,3067481,66,76,,,,
,15480686,15658287,8011966,0,662076,2,Yes,3067483,46,152,,,,
Silt loam,15482254,15658691,8015733,0,661628,7,No ,2965033,18,135,,1.4114,1.38,
Silty clay loam,15630425,15847863,8015733,0,661628,7,No ,2965033,18,135,,1.4114,1.38,
Clay,15482256,15961379,8015737,0,661629,10,No ,2990941,53,152,,0.0,1.3,
Silty clay,15334084,15469523,8015737,0,661629,10,No ,2990941,53,152,,0.0,1.3,
Silty clay loam,15630427,15545176,8015737,0,661629,10,No ,2990941,53,152,,0.0,1.3,
Loam,15482258,15658692,8015742,0,661632,2,No ,2990943,20,43,,4.2343,1.25,
Loam,15630429,15847864,8015742,0,661632,2,No ,2990943,20,43,,4.2343,1.25,
Loam,15334086,15772211,8015742,0,661632,2,No ,2990943,20,43,,4.2343,1.25,
Loam,15482263,15810037,8015752,0,661655,1,No ,2990946,13,38,,4.2343,1.65,
Loam,15334091,15923556,8015752,0,661655,1,No ,2990946,13,38,,4.2343,1.65,
Loamy coarse sand,15482265,15507350,8015758,0,661662,7,No ,3016855,0,15,,42.343,1.5,
Sandy clay loam,15482272,15961383,8015776,0,661780,32,No ,3042767,38,58,,1.4114,1.6,
Clay loam,15630443,15545180,8015776,0,661780,32,No ,3042767,38,58,,1.4114,1.6,
,15482274,15658696,8015779,0,661787,4,No ,3016862,0,25,,,,
Clay,15482281,15507354,8015796,0,661908,3,No ,3042773,36,64,,0.4234,,
Silty clay,15630452,15696526,8015796,0,661908,3,No ,3042773,36,64,,0.4234,,
Loamy sand,15482283,15810042,8015800,0,661951,2,No ,3042774,46,127,,14.1143,1.48,
Sandy loam,15334111,15469530,8015800,0,661951,2,No ,3042774,46,127,,14.1143,1.48,
Loamy sand,15630454,15999214,8015800,0,661951,2,No ,3042774,46,127,,14.1143,1.48,
,15482288,15507356,8015815,0,661981,2,No ,2990966,48,58,,,,
Sandy loam,15482304,15507360,8015847,0,662032,10,No ,2965069,94,155,,14.1143,1.2,
Loam,15334132,15620879,8015847,0,662032,10,No ,2965069,94,155,,14.1143,1.2,
Loamy coarse sand,15630475,15545188,8015847,0,662032,10,No ,2965069,94,155,,14.1143,1.2,
Loam,15482306,15810048,8015854,0,662037,3,No ,2965071,0,56,,4.2343,1.35,
,15482308,15507361,8015860,0,662052,6,No ,2965073,127,137,,,,
Loam,15482315,15961394,8015876,0,662073,5,No ,2965078,10,33,,4.2343,1.4,
Silt loam,15482322,15810052,8015892,0,662090,1,No ,3016896,0,8,,14.1143,0.75,
Sandy loam,15483024,15658887,8017419,0,664152,5,No ,2965552,66,152,,4.2343,1.53,
Fine sandy loam,15334852,15621061,8017419,0,664152,5,No ,2965552,66,152,,4.2343,1.53,
Loam,15631195,15848060,8017419,0,664152,5,No ,2965552,66,152,,4.2343,1.53,
,15483101,15961594,8017576,0,664228,15,No ,2965598,0,152,,,,
Fine sandy loam,15483149,15658919,8017687,0,664293,5,No ,2965635,36,56,,14.1143,1.4,
Sandy loam,15334977,15923781,8017687,0,664293,5,No ,2965635,36,56,,14.1143,1.4,
Loam,15631320,15848092,8017687,0,664293,5,No ,2965635,36,56,,14.1143,1.4,
,15483151,15961607,8017691,0,664295,15,No ,2991543,0,152,,141.1433,2.18,
Clay loam,15483260,15810291,8017913,0,664402,10,No ,2991609,51,152,,4.2343,,
Loam,15631431,15848120,8017913,0,664402,10,No ,2991609,51,152,,4.2343,,
Sandy loam,15483301,15658958,8018000,0,664447,10,No ,2991636,0,8,,42.343,1.3,
,15483476,15659002,8018370,0,664627,10,No ,2965841,0,152,,,,
Loam,15483510,15961698,8018446,0,664662,22,No ,2965864,0,15,,4.2343,1.2,
Clay loam,15486007,15810989,8023747,0,670345,5,Yes,2993440,15,79,,1.4114,1.5,
Loam,15634178,15848820,8023747,0,670345,5,Yes,2993440,15,79,,1.4114,1.5,
Clay loam,15486009,15659646,8023753,0,670346,1,Yes,2993441,185,213,,1.4114,1.4,
Loam,15634180,15546133,8023753,0,670346,1,Yes,2993441,185,213,,1.4114,1.4,
,15486073,15659663,8023929,0,670418,5,Yes,3045309,58,69,,,,
Silt loam,15487756,15660095,8027781,0,674338,10,No ,3046528,0,41,,4.2343,1.23,
Loam,15488347,15962932,8029104,0,675751,9,No ,2969228,0,30,,4.2343,1.23,
,15488363,15962936,8029144,0,675768,2,No ,2969239,81,91,,,,
Silty clay loam,15488365,15660249,8029149,0,675770,1,No ,3046960,53,157,,1.4114,1.3,
Silt loam,15340193,15773765,8029149,0,675770,1,No ,3046960,53,157,,1.4114,1.3,
Loam,15488379,15962940,8029181,0,675780,2,No ,3021064,36,51,,1.4114,1.38,
Clay loam,15340207,15622425,8029181,0,675780,2,No ,3021064,36,51,,1.4114,1.38,
Silt loam,15636550,15546739,8029181,0,675780,2,No ,3021064,36,51,,1.4114,1.38,
Silt loam,15489492,15811880,8031824,0,661638,4,Yes,3047770,23,36,,4.0,1.38,
Silt loam,15341320,15622710,8031824,0,661638,4,Yes,3047770,23,36,,4.0,1.38,
Silty clay loam,15489494,15509193,8031829,0,661642,9,Yes,2970052,97,157,,1.41,1.35,
Silty clay loam,15637665,15698368,8031829,0,661642,9,Yes,2970052,97,157,,1.41,1.35,
Silt,15489499,15660538,8031841,0,661681,5,Yes,3047776,66,152,,4.0,1.25,
Silt loam,15341327,15471368,8031841,0,661681,5,Yes,3047776,66,152,,4.0,1.25,
Silt loam,15489501,15963226,8031846,0,661686,6,Yes,3021872,0,51,,4.0,1.24,
Very fine sandy loam,15489508,15811884,8031865,0,661697,27,Yes,3021878,10,36,,4.0,1.4,
Loam,15193165,15584868,8031865,0,661697,27,Yes,3021878,10,36,,4.0,1.4,
Fine sandy loam,15637679,16001059,8031865,0,661697,27,Yes,3021878,10,36,,4.0,1.4,
Sandy loam,15489510,15509197,8031869,0,661706,2,Yes,2995973,0,10,,14.11,1.58,
Loam,15489517,15963230,8031887,0,661718,3,Yes,3047792,56,94,,4.0,1.5,
Silt loam,15341345,15622717,8031887,0,661718,3,Yes,3047792,56,94,,4.0,1.5,
Silty clay,15489519,15660543,8031891,0,661720,10,Yes,2970074,109,152,,0.0,1.15,
Sandy clay loam,15202722,15435963,8053513,0,661783,7,No ,3002689,38,107,,1.4,1.45,
Loam,15499065,15814328,8053513,0,661783,7,No ,3002689,38,107,,1.4,1.45,
Clay loam,15647236,16003501,8053513,0,661783,7,No ,3002689,38,107,,1.4,1.45,
Clay loam,15202724,15738651,8053517,0,661800,7,No ,3028597,25,53,,1.4,1.38,
Clay loam,15499068,15662985,8053517,0,661800,7,No ,3028597,25,53,,1.4,1.38,
Silty clay loam,15350896,15927842,8053517,0,661800,7,No ,3028597,25,53,,1.4,1.38,
Silt loam,15202731,15587309,8053530,0,661699,9,Yes,3002694,0,20,,4.0,1.25,
Sandy loam,15202733,15435966,8053534,0,661696,25,Yes,3002695,71,152,,14.11,1.6,
Sandy loam,15499076,15662987,8053534,0,661696,25,Yes,3002695,71,152,,14.11,1.6,
Sandy loam,15647247,15852160,8053534,0,661696,25,Yes,3002695,71,152,,14.11,1.6,
,15202738,15738655,8053551,0,661850,31,Yes,3054512,74,107,,,,
Loam,15202740,15435968,8053555,0,661851,2,Yes,2976794,0,13,,4.23,1.3,
Clay loam,15202742,15738656,8053561,0,661856,23,Yes,2976796,20,61,,1.41,1.45,
Clay loam,15350914,15625159,8053561,0,661856,23,Yes,2976796,20,61,,1.41,1.45,
Clay loam,15202763,15435974,8053602,0,661883,3,Yes,2976807,10,74,,1.41,1.35,
Silty clay loam,15350935,15776508,8053602,0,661883,3,Yes,2976807,10,74,,1.41,1.35,
Loam,15202765,15738662,8053606,0,661885,5,Yes,2976808,61,152,,1.41,1.38,
Clay loam,15499109,15965683,8053606,0,661885,5,Yes,2976808,61,152,,1.41,1.38,
Clay loam,15350937,15473821,8053606,0,661885,5,Yes,2976808,61,152,,1.41,1.38,
Clay loam,15202767,15435975,8053611,0,666914,4,Yes,2976810,13,56,,0.42,1.35,
Clay,15647281,15700825,8053611,0,666914,4,Yes,2976810,13,56,,0.42,1.35,
Loam,15202772,15587320,8053624,0,661866,5,Yes,2976814,0,10,,4.0,1.33,
Silt loam,15202774,15890008,8053628,0,661636,5,Yes,2976815,0,15,,4.0,1.1,
Silt loam,15204335,15587721,8057360,0,661632,1,No ,3029803,76,152,,4.2343,1.3,
Silty clay loam,15352507,15776912,8057360,0,661632,1,No ,3029803,76,152,,4.2343,1.3,
Loamy sand,15204337,15890409,8057363,0,661635,1,No ,3029804,53,152,,42.343,1.23,
Sandy loam,15500680,15663400,8057363,0,661635,1,No ,3029804,53,152,,42.343,1.23,
Loamy sand,15648851,15852572,8057363,0,661635,1,No ,3029804,53,152,,42.343,1.23,
Sand,15204344,15739067,8057380,0,661665,7,No ,3029810,64,152,,141.1433,,
Sand,15648858,15701230,8057380,0,661665,7,No ,3029810,64,152,,141.1433,,
Loam,15204346,15436380,8057385,0,661678,10,No ,3029812,135,152,,4.2343,,
Sandy clay loam,15204351,15587725,8057395,0,661780,9,No ,3029815,74,152,,4.2343,1.48,
Clay loam,15352523,15928260,8057395,0,661780,9,No ,3029815,74,152,,4.2343,1.48,
Sandy clay loam,15648865,15549888,8057395,0,661780,9,No ,3029815,74,152,,4.2343,1.48,
Clay loam,15204353,15890413,8057400,0,661802,24,No ,2978003,81,152,,1.4114,1.58,
Clay loam,15352525,15625573,8057400,0,661802,24,No ,2978003,81,152,,1.4114,1.58,
Loamy sand,15204360,15739071,8057417,0,661951,15,No ,3055728,79,152,,42.343,1.5,
Sandy loam,15352532,15474231,8057417,0,661951,15,No ,3055728,79,152,,42.343,1.5,
Sandy loam,15648874,15701234,8057417,0,661951,15,No ,3055728,79,152,,42.343,1.5,
,15204362,15436384,8057422,0,661953,25,No ,2978010,127,137,,,,
Fine sandy loam,15204369,15890417,8057437,0,661987,20,No ,3055734,36,86,,4.2343,1.4,
Fine sandy loam,15352541,15625577,8057437,0,661987,20,No ,3055734,36,86,,4.2343,1.4,
Loam,15648883,15852580,8057437,0,661987,20,No ,3055734,36,86,,4.2343,1.4,
Silty clay loam,15204371,15587730,8057441,0,662000,3,No ,3055735,107,178,,1.4114,1.55,
Clay loam,15500715,15512065,8057441,0,662000,3,No ,3055735,107,178,,1.4114,1.55,
Silty clay loam,15352543,15928265,8057441,0,662000,3,No ,3055735,107,178,,1.4114,1.55,
Silty clay loam,15204376,15739075,8057452,0,662006,2,No ,2978019,43,76,,0.4234,1.5,
Silt loam,15204378,15436388,8057457,0,662022,9,No ,3055740,0,46,,4.2343,1.3,
Silt loam,15204385,15890421,8057475,0,662051,7,No ,2978026,15,56,,14.1143,0.75,
Silt loam,15500729,15814756,8057475,0,662051,7,No ,2978026,15,56,,14.1143,0.75,
Silt loam,15352557,15625581,8057475,0,662051,7,No ,2978026,15,56,,14.1143,0.75,
Loamy sand,15204387,15587734,8057477,0,662052,9,No ,3029840,46,127,,14.1143,1.48,
Sandy loam,15500730,15966100,8057477,0,662052,9,No ,3029840,46,127,,14.1143,1.48,
Loamy sand,15648901,15701241,8057477,0,662052,9,No ,3029840,46,127,,14.1143,1.48,
,15204394,15436392,8057492,0,662082,30,No ,2978032,30,41,,,,
Coarse sandy loam,15204396,15739080,8057495,0,662085,1,No ,3055752,64,107,,14.1143,1.48,
Coarse sandy loam,15648910,15852587,8057495,0,662085,1,No ,3055752,64,107,,14.1143,1.48,
Sandy loam,15204401,15890425,8057504,0,662090,5,No ,3029849,79,152,,42.343,1.5,
Sandy loam,15500745,15814760,8057504,0,662090,5,No ,3029849,79,152,,42.343,1.5,
Loamy sand,15352573,15625585,8057504,0,662090,5,No ,3029849,79,152,,42.343,1.5,
Loam,15205098,15587916,8059060,0,664152,10,No ,3004412,15,43,,4.2343,1.45,
Loam,15649612,15701422,8059060,0,664152,10,No ,3004412,15,43,,4.2343,1.45,
Coarse sandy loam,15205321,15436631,8059550,0,664402,2,No ,2978656,13,30,,42.343,1.3,
Loamy coarse sand,15353493,15777162,8059550,0,664402,2,No ,2978656,13,30,,42.343,1.3,
Loamy coarse sand,15649835,16004167,8059550,0,664402,2,No ,2978656,13,30,,42.343,1.3,
Loam,15205362,15587985,8059634,0,664446,7,No ,2978682,25,56,,4.2343,1.55,
Clay loam,15353534,15474485,8059634,0,664446,7,No ,2978682,25,56,,4.2343,1.55,
Sandy clay loam,15649876,15550146,8059634,0,664446,7,No ,2978682,25,56,,4.2343,1.55,
Coarse sandy loam,15205364,15890673,8059638,0,664448,5,No ,3004590,10,56,,4.2343,,
Coarse sandy loam,15649878,15852834,8059638,0,664448,5,No ,3004590,10,56,,4.2343,,
Loam,15205414,15587998,8059738,0,664496,25,No ,3004619,10,48,,4.2343,1.45,
Sandy loam,15501757,15815019,8059738,0,664496,25,No ,3004619,10,48,,4.2343,1.45,
Loam,15649928,15852847,8059738,0,664496,25,No ,3004619,10,48,,4.2343,1.45,
Clay loam,15205541,15890718,8060007,0,664627,15,No ,3004701,30,58,,1.4114,1.5,
Clay loam,15353713,15625874,8060007,0,664627,15,No ,3004701,30,58,,1.4114,1.5,
Clay loam,15650055,15550192,8060007,0,664627,15,No ,3004701,30,58,,1.4114,1.5,
Loam,15205573,15890726,8060066,0,664654,33,No ,3030625,25,76,,4.2343,1.38,
Loam,15353745,15625882,8060066,0,664654,33,No ,3030625,25,76,,4.2343,1.38,
Clay loam,15650087,15550200,8060066,0,664654,33,No ,3030625,25,76,,4.2343,1.38,
Sandy loam,15205582,15436697,8060085,0,664662,5,No ,3056537,20,64,,14.1143,1.5,
Loam,15353754,15928572,8060085,0,664662,5,No ,3056537,20,64,,14.1143,1.5,
Sandy loam,15650096,15701546,8060085,0,664662,5,No ,3056537,20,64,,14.1143,1.5,
Loamy sand,15205607,15588047,8060141,0,664691,20,No ,3056554,61,152,,14.1143,1.6,
Sandy loam,15650121,15852896,8060141,0,664691,20,No ,3056554,61,152,,14.1143,1.6,
Silty clay,15208104,15588681,8065387,0,670347,1,Yes,2980488,114,152,,0.4234,1.3,
Loamy fine sand,15209878,15437793,8069426,0,674331,10,Yes,2981760,0,18,,42.343,1.45,
Clay loam,15209885,15891826,8069440,0,674345,8,No ,2981764,0,8,,0.4234,1.2,
Coarse sandy loam,15210485,15891978,8070793,0,675751,4,No ,3033995,69,112,,14.1143,1.43,
Fine sandy loam,15358657,15778478,8070793,0,675751,4,No ,3033995,69,112,,14.1143,1.43,
Sandy loam,15654999,15702794,8070793,0,675751,4,No ,3033995,69,112,,14.1143,1.43,
Silt loam,15210501,15891982,8070832,0,675769,25,No ,3059912,41,64,,4.2343,1.4,
Coarse sandy loam,15358673,15778482,8070832,0,675769,25,No ,3059912,41,64,,4.2343,1.4,
Silty clay loam,15210503,15589295,8070836,0,675770,16,No ,3059913,81,178,,0.0,1.7,
Clay loam,15211591,15438228,8073370,0,667041,3,Yes,3060683,15,41,,1.4,1.3,
Silty clay loam,15359763,15778759,8073370,0,667041,3,Yes,3060683,15,41,,1.4,1.3,
Silt loam,15211639,15438240,8073495,0,661639,11,Yes,3034818,18,76,,4.0,1.53,
Silt loam,15359811,15930115,8073495,0,661639,11,Yes,3034818,18,76,,4.0,1.53,
Silty clay loam,15211641,15740928,8073499,0,661642,2,Yes,2983006,28,152,,1.41,1.35,
Silt loam,15211648,15589586,8073515,0,661687,18,Yes,2983012,25,41,,4.0,1.35,
Silt loam,15211664,15589590,8073554,0,661716,16,Yes,3008932,0,38,,4.0,1.3,
Fine sandy loam,15211666,15892278,8073558,0,661719,6,Yes,3034840,25,36,,4.0,1.4,
Silt loam,15508009,15816610,8073558,0,661719,6,Yes,3034840,25,36,,4.0,1.4,
Very fine sandy loam,15656180,15854438,8073558,0,661719,6,Yes,3034840,25,36,,4.0,1.4,
Silt loam,15211671,15438248,8073574,0,661724,6,Yes,3060750,97,119,,4.0,1.55,
Very fine sandy loam,15359843,15930123,8073574,0,661724,6,Yes,3060750,97,119,,4.0,1.55,
Sandy loam,15211673,15740936,8073578,2,661726,8,Yes,3060751,46,58,,14.11,1.4,
Loamy fine sand,15211680,15589594,8073595,0,661729,13,Yes,2983036,64,81,,42.34,1.7,
Loamy coarse sand,15656194,15551754,8073595,0,661729,13,Yes,2983036,64,81,,42.34,1.7,
Loamy fine sand,15211689,15892284,8073622,0,661745,7,Yes,3060765,25,81,,42.34,1.58,
Sand,15508033,15967960,8073622,0,661745,7,Yes,3060765,25,81,,42.34,1.58,
Fine sand,15359861,15627440,8073622,0,661745,7,Yes,3060765,25,81,,42.34,1.58,
Sand,15211691,15589597,8073627,0,661746,8,Yes,3060767,38,152,,141.14,1.65,
Loamy coarse sand,15508035,15665273,8073627,0,661746,8,Yes,3060767,38,152,,141.14,1.65,
Coarse sand,15359863,15930128,8073627,0,661746,8,Yes,3060767,38,152,,141.14,1.65,
Loamy sand,15211696,15740942,8073642,0,661754,14,Yes,3034867,15,152,,42.34,1.65,
Loamy fine sand,15508040,15816618,8073642,0,661754,14,Yes,3034867,15,152,,42.34,1.65,
Coarse sand,15359868,15476098,8073642,0,661754,14,Yes,3034867,15,152,,42.34,1.65,
Very fine sandy loam,15211698,15438255,8073647,0,661757,9,Yes,2983055,10,61,,14.11,1.55,
Fine sandy loam,15656212,15551759,8073647,0,661757,9,Yes,2983055,10,61,,14.11,1.55,
Loam,15211721,15892292,8073697,0,661795,3,Yes,3034883,53,69,,4.0,1.45,
Silt loam,15508065,15967968,8073697,0,661795,3,Yes,3034883,53,69,,4.0,1.45,
Very fine sandy loam,15359893,15627448,8073697,0,661795,3,Yes,3034883,53,69,,4.0,1.45,
Silt loam,15211730,15589607,8073714,0,661771,8,Yes,2983075,46,71,,4.0,1.5,
Loam,15359902,15778794,8073714,0,661771,8,Yes,2983075,46,71,,4.0,1.5,
Loamy sand,15211732,15892295,8073719,0,661774,4,Yes,3008983,89,155,,42.34,1.7,
Coarse sand,15359904,15476107,8073719,0,661774,4,Yes,3008983,89,155,,42.34,1.7,
