textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Sandy loam,15656246,15854455,8073719,0,661774,4,Yes,3008983,89,155,,42.34,1.7,
Clay loam,15211739,15740953,8073736,0,661805,21,Yes,3060801,10,30,,1.41,1.48,
Clay loam,15359911,15930140,8073736,0,661805,21,Yes,3060801,10,30,,1.41,1.48,
Loam,15656253,15703113,8073736,0,661805,21,Yes,3060801,10,30,,1.41,1.48,
Sandy loam,15211741,15438266,8073740,7,661806,8,Yes,3008990,13,23,,42.0,1.53,
Loam,15211746,15589611,8073751,0,661812,1,Yes,3008993,25,46,,4.0,1.4,
Loam,15508089,15967974,8073751,0,661812,1,Yes,3008993,25,46,,4.0,1.4,
Sandy loam,15656260,15703115,8073751,0,661812,1,Yes,3008993,25,46,,4.0,1.4,
Sandy loam,15211748,15892299,8073754,0,661813,1,Yes,2983087,41,152,,42.0,1.55,
Loamy coarse sand,15508091,15665287,8073754,0,661813,1,Yes,2983087,41,152,,42.0,1.55,
Sand,15656262,16005803,8073754,0,661813,1,Yes,2983087,41,152,,42.0,1.55,
Loam,15211750,15589612,8073758,0,661826,4,Yes,2983088,41,74,,1.41,1.35,
Silt loam,15508094,15513944,8073758,0,661826,4,Yes,2983088,41,74,,1.41,1.35,
Fine sandy loam,15359922,15778799,8073758,0,661826,4,Yes,2983088,41,74,,1.41,1.35,
Sandy clay loam,15211757,15589614,8073774,0,661836,16,Yes,2983093,41,79,,0.42,1.5,
Sandy clay,15359929,15627457,8073774,0,661836,16,Yes,2983093,41,79,,0.42,1.5,
Clay loam,15656271,15551774,8073774,0,661836,16,Yes,2983093,41,79,,0.42,1.5,
Very fine sandy loam,15211771,15892306,8073806,0,661839,5,Yes,3060823,8,117,,4.0,1.53,
Silt loam,15508114,15513949,8073806,0,661839,5,Yes,3060823,8,117,,4.0,1.53,
Loam,15656285,15854465,8073806,0,661839,5,Yes,3060823,8,117,,4.0,1.53,
Fine sand,15211773,15589619,8073809,0,661840,2,Yes,2983105,8,152,,42.34,1.6,
Sand,15359945,15627461,8073809,0,661840,2,Yes,2983105,8,152,,42.34,1.6,
Loamy fine sand,15656287,15551778,8073809,0,661840,2,Yes,2983105,8,152,,42.34,1.6,
Loamy coarse sand,15211775,15892307,8073813,0,661842,5,Yes,2983107,66,152,,141.14,1.6,
Sand,15359947,15930149,8073813,0,661842,5,Yes,2983107,66,152,,141.14,1.6,
Loamy sand,15656289,15854466,8073813,0,661842,5,Yes,2983107,66,152,,141.14,1.6,
Loam,15211780,15438277,8073823,0,661861,12,Yes,3034924,0,33,,4.0,1.05,
,15211782,15892309,8073831,0,661867,2,Yes,3009019,76,86,,,,
Sandy clay loam,15211789,15740967,8073855,0,661901,24,Yes,3034932,94,124,,0.42,1.43,
Coarse sand,15211791,15438280,8073860,0,661864,9,Yes,3034933,102,152,,42.34,1.85,
Fine sandy loam,15211796,15740969,8073874,0,661905,2,Yes,3034937,86,152,,4.0,1.55,
Very fine sandy loam,15359968,15627467,8073874,0,661905,2,Yes,3034937,86,152,,4.0,1.55,
Silt loam,15211798,15438282,8073878,0,661904,11,Yes,2983125,25,33,,1.41,1.5,
Silty clay loam,15656312,15854472,8073878,0,661904,11,Yes,2983125,25,33,,1.41,1.5,
Loam,15211800,15740970,8073883,0,661892,12,Yes,3034940,23,43,,1.41,1.35,
Silt loam,15359972,15627468,8073883,0,661892,12,Yes,3034940,23,43,,1.41,1.35,
Silty clay loam,15656314,15703129,8073883,0,661892,12,Yes,3034940,23,43,,1.41,1.35,
Fine sandy loam,15739868,15573134,8261753,0,661832,17,Yes,2989719,89,152,,14.11,1.1,
Loamy fine sand,15295354,15610975,8261753,0,661832,17,Yes,2989719,89,152,,14.11,1.1,
Sandy loam,15739883,16027169,8261789,0,661735,24,No ,3041543,76,152,,14.0,1.33,
Loam,15295369,15459635,8261789,0,661735,24,No ,3041543,76,152,,14.0,1.33,
Sandy loam,15591712,15989315,8261789,0,661735,24,No ,3041543,76,152,,14.0,1.33,
Silty clay loam,15739898,15875829,8261819,0,662047,2,No ,3041551,13,61,,4.0,1.2,
Loam,15295384,15913670,8261819,0,662047,2,No ,3041551,13,61,,4.0,1.2,
Silt loam,15591727,15989319,8261819,0,662047,2,No ,3041551,13,61,,4.0,1.2,
,15739899,16027173,8261822,0,661703,46,Yes,3015645,140,165,,,,
Clay,15739901,15724486,8261825,0,661700,8,Yes,3015646,20,71,,0.0,1.33,
Clay,15591730,15837976,8261825,0,661700,8,Yes,3015646,20,71,,0.0,1.33,
Silt loam,15739915,16027177,8261861,0,661857,1,Yes,2989749,0,28,,1.41,1.45,
Clay loam,15739916,15573146,8261865,0,661856,2,Yes,2989750,25,56,,4.23,1.3,
Clay loam,15739917,15724490,8261867,0,661855,7,Yes,3041564,23,53,,1.41,1.3,
Clay loam,15295403,15762331,8261867,0,661855,7,Yes,3041564,23,53,,1.41,1.3,
Clay loam,15591746,15837980,8261867,0,661855,7,Yes,3041564,23,53,,1.41,1.3,
Silt loam,15739918,15875834,8261869,0,661855,2,Yes,2989751,8,30,,1.41,1.3,
Clay loam,15739932,16027182,8261899,0,661879,21,Yes,3067478,13,71,,1.41,1.35,
Clay loam,15295418,15762335,8261899,0,661879,21,Yes,3067478,13,71,,1.41,1.35,
,15739935,15875839,8261904,0,661884,11,Yes,3015667,20,46,,0.0,,
Silt loam,15193283,15887585,8032145,0,661841,6,Yes,3021966,23,112,,0.42,1.45,
Silty clay loam,15341455,15622745,8032145,0,661841,6,Yes,3021966,23,112,,0.42,1.45,
Sand,15193284,15433554,8032146,0,661842,7,Yes,2996060,56,152,,42.34,1.5,
Loamy fine sand,15489627,15509227,8032146,0,661842,7,Yes,2996060,56,152,,42.34,1.5,
Loamy sand,15637798,15849745,8032146,0,661842,7,Yes,2996060,56,152,,42.34,1.5,
Loam,15193285,15584898,8032148,0,661843,61,Yes,3047873,81,94,13.0,4.0,1.35,
Silt loam,15489628,15660571,8032148,0,661843,61,Yes,3047873,81,94,13.0,4.0,1.35,
Very fine sandy loam,15637799,16001089,8032148,0,661843,61,Yes,3047873,81,94,13.0,4.0,1.35,
Fine sandy loam,15193286,15736242,8032152,0,661846,4,Yes,3047874,38,56,,14.11,1.45,
Sandy loam,15341458,15471402,8032152,0,661846,4,Yes,3047874,38,56,,14.11,1.45,
Clay,15193300,15584902,8032185,0,661898,5,Yes,3021977,46,102,,0.0,1.35,
Sandy clay,15341472,15774093,8032185,0,661898,5,Yes,3021977,46,102,,0.0,1.35,
Silt loam,15193301,15736246,8032187,0,661900,27,Yes,2996071,28,66,,1.41,1.45,
Silty clay loam,15637815,16001093,8032187,0,661900,27,Yes,2996071,28,66,,1.41,1.45,
Silt loam,15193302,15887590,8032191,0,661901,10,Yes,2970165,38,66,,1.41,1.5,
Loam,15489646,15660576,8032191,0,661901,10,Yes,2970165,38,66,,1.41,1.5,
Clay loam,15341474,15471406,8032191,0,661901,10,Yes,2970165,38,66,,1.41,1.5,
Loam,15193303,15433559,8032192,0,661901,9,Yes,2996072,10,48,,1.41,1.45,
Silt loam,15637817,15698406,8032192,0,661901,9,Yes,2996072,10,48,,1.41,1.45,
Silty clay loam,15341475,15622750,8032192,0,661901,9,Yes,2996072,10,48,,1.41,1.45,
Fine sandy loam,15193317,15736250,8032224,0,661887,8,Yes,2970175,0,8,,14.11,1.65,
Coarse sandy loam,15193318,15887594,8032227,0,661895,9,Yes,2970176,0,10,,14.11,1.65,
Loamy coarse sand,15193319,15433563,8032230,0,661896,2,Yes,3047896,46,152,,141.14,1.53,
Coarse sand,15637833,15698410,8032230,0,661896,2,Yes,3047896,46,152,,141.14,1.53,
Loamy coarse sand,15341491,15774098,8032230,0,661896,2,Yes,3047896,46,152,,141.14,1.53,
Loamy coarse sand,15193320,15584907,8032232,0,661907,8,Yes,2996084,117,152,,42.34,1.48,
Loamy fine sand,15637834,15849754,8032232,0,661907,8,Yes,2996084,117,152,,42.34,1.48,
Silt loam,15193333,15736254,8032261,0,661941,40,Yes,3022001,0,46,,4.0,1.5,
Clay,15193334,15887598,8032263,0,662081,9,Yes,2970188,20,51,,0.0,1.45,
Silty clay loam,15341506,15622758,8032263,0,662081,9,Yes,2970188,20,51,,0.0,1.45,
Silty clay,15637848,15547070,8032263,0,662081,9,Yes,2970188,20,51,,0.0,1.45,
Silt loam,15193335,15433567,8032264,0,662081,5,Yes,2996095,28,94,,1.41,1.35,
Silty clay loam,15489678,15660584,8032264,0,662081,5,Yes,2996095,28,94,,1.41,1.35,
Loam,15637849,15698414,8032264,0,662081,5,Yes,2996095,28,94,,1.41,1.35,
Sandy loam,15193336,15584911,8032267,0,661873,7,Yes,2970189,0,8,,14.11,1.53,
Sandy loam,15193337,15736255,8032269,0,661873,2,Yes,3022003,48,117,,14.11,1.5,
Coarse sandy loam,15637851,16001102,8032269,0,661873,2,Yes,3022003,48,117,,14.11,1.5,
Coarse sandy loam,15341509,15471415,8032269,0,661873,2,Yes,3022003,48,117,,14.11,1.5,
Silty clay loam,15193350,15433571,8032307,0,661992,10,Yes,2996108,112,152,,0.42,1.65,
Silt loam,15341522,15622762,8032307,0,661992,10,Yes,2996108,112,152,,0.42,1.65,
Silty clay loam,15193351,15584915,8032308,0,661982,13,Yes,3022015,152,163,,0.42,1.5,
Clay,15489694,15811932,8032308,0,661982,13,Yes,3022015,152,163,,0.42,1.5,
Clay,15637865,15849762,8032308,0,661982,13,Yes,3022015,152,163,,0.42,1.5,
Silt loam,15193352,15736259,8032311,0,661977,42,Yes,3022016,38,58,,4.0,1.35,
Loamy sand,15193353,15433572,8032314,0,661976,5,Yes,2996110,117,152,,14.11,1.4,
Sandy loam,15193353,15887603,8032314,0,661976,5,Yes,2996110,117,152,,14.11,1.4,
Silt loam,15193367,15887607,8032346,0,661996,19,No ,2970212,84,122,,0.01,1.75,
Silty clay loam,15637881,15849766,8032346,0,661996,19,No ,2970212,84,122,,0.01,1.75,
Sandy loam,15193368,15433576,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Loamy sand,15193369,15584920,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Sandy loam,15489712,15660593,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Sandy loam,15489713,15811937,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Loam,15637883,15547079,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Fine sandy loam,15341540,15471423,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Loamy sand,15341541,15622767,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Fine sandy loam,15637882,16001110,8032349,0,661997,3,Yes,2970213,86,107,20.0,14.0,1.48,
Fine sandy loam,15193370,15736264,8032350,0,661999,22,No ,2996120,36,86,,4.0,1.4,
Fine sandy loam,15341542,15774111,8032350,0,661999,22,No ,2996120,36,86,,4.0,1.4,
Loam,15637884,15698423,8032350,0,661999,22,No ,2996120,36,86,,4.0,1.4,
Silt loam,15193384,15433580,8032377,0,661968,11,Yes,2970220,0,18,,4.0,1.2,
Silty clay loam,15193385,15584924,8032380,0,661969,4,Yes,3047940,15,30,,1.41,1.3,
Clay loam,15489729,15811941,8032380,0,661969,4,Yes,3047940,15,30,,1.41,1.3,
Silt loam,15341557,15622771,8032380,0,661969,4,Yes,3047940,15,30,,1.41,1.3,
Fine sandy loam,15193386,15736268,8032381,0,661969,7,Yes,2970221,99,173,,14.11,1.4,
Very fine sandy loam,15637900,15698427,8032381,0,661969,7,Yes,2970221,99,173,,14.11,1.4,
Silty clay loam,15193387,15887612,8032383,0,661970,6,Yes,3047941,0,28,,4.0,1.18,
Silt loam,15193400,15433584,8032420,0,661990,3,Yes,3022045,0,18,,4.0,1.23,
Silt loam,15193401,15584928,8032423,0,662078,26,Yes,2996139,36,58,,4.0,1.4,
Silt loam,15193402,15736272,8032427,0,661958,9,No ,3022047,0,53,,4.0,1.18,
,15193403,15887616,8032429,0,661958,5,No ,2970234,79,89,,,,
Clay loam,15193417,15584932,8032468,0,662043,21,Yes,2970247,61,107,,1.41,1.48,
Loam,15489761,15811949,8032468,0,662043,21,Yes,2970247,61,107,,1.41,1.48,
Silty clay loam,15341589,15622779,8032468,0,662043,21,Yes,2970247,61,107,,1.41,1.48,
Silty clay loam,15193418,15736276,8032469,0,662043,7,Yes,2996154,61,107,,1.41,1.48,
Loam,15341590,15774123,8032469,0,662043,7,Yes,2996154,61,107,,1.41,1.48,
Clay loam,15637932,15698435,8032469,0,662043,7,Yes,2996154,61,107,,1.41,1.48,
Loam,15193434,15736280,8032512,0,661923,2,Yes,3047980,61,117,,14.0,1.65,
Coarse sandy loam,15637948,15698439,8032512,0,661923,2,Yes,3047980,61,117,,14.0,1.65,
Coarse sandy loam,15193435,15887624,8032514,0,661921,38,Yes,3022075,25,86,,141.0,1.85,
Loamy coarse sand,15637949,15849783,8032514,0,661921,38,Yes,3022075,25,86,,141.0,1.85,
Loamy coarse sand,15341607,15471440,8032514,0,661921,38,Yes,3022075,25,86,,141.0,1.85,
Loamy sand,15193436,15433593,8032515,0,661921,4,Yes,3047981,61,122,,14.0,1.55,
Coarse sandy loam,15489779,15660610,8032515,0,661921,4,Yes,3047981,61,122,,14.0,1.55,
Sandy loam,15637950,16001127,8032515,0,661921,4,Yes,3047981,61,122,,14.0,1.55,
Coarse sand,15193437,15584937,8032518,0,661918,15,Yes,3047982,36,84,,141.0,1.78,
Coarse sand,15637951,15547096,8032518,0,661918,15,Yes,3047982,36,84,,141.0,1.78,
Clay loam,15193450,15736284,8032550,0,661815,16,Yes,2996177,66,152,,1.41,1.33,
Sandy loam,15489794,15509270,8032550,0,661815,16,Yes,2996177,66,152,,1.41,1.33,
Loam,15341622,15925475,8032550,0,661815,16,Yes,2996177,66,152,,1.41,1.33,
Clay loam,15193451,15887628,8032552,0,661815,2,Yes,3047990,99,168,,1.41,1.48,
Loam,15193452,15433597,8032554,0,661845,5,Yes,2996178,38,66,,1.41,1.25,
Clay loam,15341624,15622788,8032554,0,661845,5,Yes,2996178,38,66,,1.41,1.25,
Clay loam,15193453,15584941,8032556,0,661917,2,Yes,2970272,61,132,,1.41,1.4,
Silty clay loam,15637967,15547100,8032556,0,661917,2,Yes,2970272,61,132,,1.41,1.4,
Silt,15193454,15736285,8032559,0,661939,6,Yes,2970273,30,41,,4.0,1.35,
Silty clay loam,15193467,15887632,8032590,0,661640,5,Yes,2970283,15,64,,4.23,1.35,
Silt loam,15637981,15849791,8032590,0,661640,5,Yes,2970283,15,64,,4.23,1.35,
Very fine sandy loam,15193468,15433601,8032593,0,661640,1,Yes,3048003,0,23,,4.23,1.33,
Sandy loam,15193469,15584945,8032596,0,661643,2,Yes,3022098,163,193,,14.11,1.48,
Loam,15193470,15736289,8032600,0,661645,8,Yes,3048005,15,41,,4.23,1.23,
Loamy coarse sand,15193484,15433605,8032635,0,661947,29,Yes,2996203,0,30,,42.0,,
Loamy coarse sand,15193485,15584949,8032639,0,661948,4,Yes,2996204,147,152,,141.0,1.65,
Coarse sand,15341657,15774140,8032639,0,661948,4,Yes,2996204,147,152,,141.0,1.65,
Silt loam,15193486,15736293,8032642,0,677071,10,No ,2996205,18,41,,4.0,1.3,
Loam,15489830,15509279,8032642,0,677071,10,No ,2996205,18,41,,4.0,1.3,
Silt loam,15341658,15925484,8032642,0,677071,10,No ,2996205,18,41,,4.0,1.3,
Sandy loam,15193487,15887637,8032643,0,677071,8,No ,3022112,23,41,,4.0,1.38,
Loam,15638001,15849796,8032643,0,677071,8,No ,3022112,23,41,,4.0,1.38,
Sandy loam,15341659,15471453,8032643,0,677071,8,No ,3022112,23,41,,4.0,1.38,
Loam,15193501,15736297,8032669,0,661783,8,No ,3022119,0,13,,4.0,1.55,
Sandy loam,15193502,15887641,8032673,0,661800,22,No ,3022120,30,152,,4.0,1.4,
Loam,15341674,15925488,8032673,0,661800,22,No ,3022120,30,152,,4.0,1.4,
Sandy loam,15193503,15433610,8032675,0,661800,4,No ,2970307,61,114,,14.0,1.48,
Sandy loam,15489847,15660627,8032675,0,661800,4,No ,2970307,61,114,,14.0,1.48,
Sandy loam,15341675,15471457,8032675,0,661800,4,No ,2970307,61,114,,14.0,1.48,
Loam,15193504,15584954,8032676,0,661800,4,No ,2996214,30,152,,4.0,1.4,
Sandy loam,15638018,16001144,8032676,0,661800,4,No ,2996214,30,152,,4.0,1.4,
Loam,15193517,15736301,8032711,0,661851,9,Yes,2970317,0,8,,4.23,1.45,
,15193518,15887645,8032715,0,661852,2,Yes,3048037,71,81,,,,
Sandy loam,15193519,15433614,8032719,0,661857,2,Yes,2970319,0,10,,14.11,1.3,
Sandy loam,15193520,15584958,8032722,0,661856,10,Yes,3022133,38,152,,4.23,1.45,
Loam,15341692,15774149,8032722,0,661856,10,Yes,3022133,38,152,,4.23,1.45,
Loam,15638034,16001148,8032722,0,661856,10,Yes,3022133,38,152,,4.23,1.45,
Sandy clay loam,15193537,15736306,8032757,0,661854,6,Yes,3048048,8,51,,1.41,1.45,
Loam,15489881,15811980,8032757,0,661854,6,Yes,3048048,8,51,,1.41,1.45,
Clay loam,15341709,15925497,8032757,0,661854,6,Yes,3048048,8,51,,1.41,1.45,
Loam,15193551,15433622,8032793,0,661636,5,Yes,3048058,107,152,,4.0,1.55,
Loam,15638065,16001156,8032793,0,661636,5,Yes,3048058,107,152,,4.0,1.55,
Silty clay,15195122,15736713,8036550,0,661629,8,No ,3023324,48,152,,0.0,1.33,
Clay,15343294,15471875,8036550,0,661629,8,No ,3023324,48,152,,0.0,1.33,
Silty clay loam,15639636,15698872,8036550,0,661629,8,No ,3023324,48,152,,0.0,1.33,
Silt,15195123,15888057,8036552,0,661630,14,No ,2997418,64,152,,4.2343,1.25,
Silt loam,15639637,15850216,8036552,0,661630,14,No ,2997418,64,152,,4.2343,1.25,
Clay loam,15195124,15434026,8036555,0,661632,1,No ,3023326,13,61,,4.2343,,
Loam,15639638,16001560,8036555,0,661632,1,No ,3023326,13,61,,4.2343,,
,15195125,15585370,8036559,0,661635,12,No ,3049233,36,53,,,,
Sand,15195138,15736717,8036591,0,661777,18,No ,2997431,43,152,,141.1433,1.68,
Loamy coarse sand,15491482,15661046,8036591,0,661777,18,No ,2997431,43,152,,141.1433,1.68,
Loamy sand,15343310,15471879,8036591,0,661777,18,No ,2997431,43,152,,141.1433,1.68,
Sandy loam,15195139,15888061,8036593,0,661787,15,No ,2971525,0,15,,4.2343,0.75,
,15195140,15434030,8036597,0,661802,4,No ,2971526,0,152,,,,
Silty clay loam,15195141,15585374,8036600,0,661808,4,No ,2971527,8,25,,4.2343,1.2,
Sandy loam,15195142,15736718,8036602,0,661810,4,No ,3049247,91,152,,14.1143,1.63,
Sandy loam,15639656,15698877,8036602,0,661810,4,No ,3049247,91,152,,14.1143,1.63,
,15195155,15888065,8036635,0,661986,1,No ,3023351,127,137,,,,
Fine sandy loam,15195156,15434034,8036637,0,661987,15,No ,2971538,36,86,,4.2343,1.4,
Fine sandy loam,15343328,15774571,8036637,0,661987,15,No ,2971538,36,86,,4.2343,1.4,
Loam,15639670,16001568,8036637,0,661987,15,No ,2971538,36,86,,4.2343,1.4,
Silt loam,15195157,15585378,8036639,0,661998,35,No ,3023352,28,152,,1.4114,1.3,
Silty clay loam,15639671,15547537,8036639,0,661998,35,No ,3023352,28,152,,1.4114,1.3,
Clay loam,15195158,15736722,8036643,0,662002,5,No ,3049259,69,152,,1.4114,1.35,
Loam,15491502,15661051,8036643,0,662002,5,No ,3049259,69,152,,1.4114,1.35,
Clay loam,15343330,15471884,8036643,0,662002,5,No ,3049259,69,152,,1.4114,1.35,
Sandy loam,15195172,15434038,8036676,0,662052,10,No ,2971550,48,127,,42.343,1.5,
Sand,15491516,15963742,8036676,0,662052,10,No ,2971550,48,127,,42.343,1.5,
Sandy loam,15343344,15774575,8036676,0,662052,10,No ,2971550,48,127,,42.343,1.5,
Sandy loam,15195173,15585382,8036677,0,662053,19,No ,2997457,48,127,,42.343,1.5,
Sand,15343345,15925919,8036677,0,662053,19,No ,2997457,48,127,,42.343,1.5,
Sandy loam,15639687,15547541,8036677,0,662053,19,No ,2997457,48,127,,42.343,1.5,
Fine sandy loam,15195174,15736726,8036679,0,662054,7,No ,3049270,64,102,,14.1143,1.48,
Sandy loam,15343346,15471888,8036679,0,662054,7,No ,3049270,64,102,,14.1143,1.48,
Sandy loam,15639688,15698885,8036679,0,662054,7,No ,3049270,64,102,,14.1143,1.48,
Sandy loam,15195175,15888070,8036680,0,662054,21,No ,2971551,64,102,,14.1143,1.48,
Sandy loam,15491518,15661055,8036680,0,662054,21,No ,2971551,64,102,,14.1143,1.48,
Fine sandy loam,15639689,15850229,8036680,0,662054,21,No ,2971551,64,102,,14.1143,1.48,
Loam,15196027,15434258,8038525,0,664304,21,No ,2998024,0,10,,4.2343,1.4,
Clay loam,15196061,15888298,8038605,0,664345,20,No ,3023955,41,76,,4.2343,1.5,
Clay loam,15344233,15472116,8038605,0,664345,20,No ,3023955,41,76,,4.2343,1.5,
Sandy clay loam,15640575,15850455,8038605,0,664345,20,No ,3023955,41,76,,4.2343,1.5,
Loam,15196158,15434291,8038813,0,664447,5,No ,2998113,15,58,,14.1143,1.5,
Sandy loam,15492502,15661311,8038813,0,664447,5,No ,2998113,15,58,,14.1143,1.5,
Sandy loam,15344330,15774828,8038813,0,664447,5,No ,2998113,15,58,,14.1143,1.5,
Loam,15196159,15585635,8038814,0,664448,10,No ,3024020,48,117,,4.2343,1.58,
Sandy loam,15344331,15926172,8038814,0,664448,10,No ,3024020,48,117,,4.2343,1.58,
Sandy clay loam,15640673,15850480,8038814,0,664448,10,No ,3024020,48,117,,4.2343,1.58,
Fine sandy loam,15196210,15585648,8038926,0,664504,5,No ,2972241,107,152,,14.1143,1.53,
Sandy loam,15640724,15850493,8038926,0,664504,5,No ,2972241,107,152,,14.1143,1.53,
Clay loam,15196241,15585656,8038990,0,664539,7,No ,2998168,8,30,,1.4114,1.4,
Sandy loam,15492584,15509988,8038990,0,664539,7,No ,2998168,8,30,,1.4114,1.4,
Loam,15640755,15850501,8038990,0,664539,7,No ,2998168,8,30,,1.4114,1.4,
Silty clay loam,15198815,15737652,8044523,0,670344,6,Yes,3025823,0,8,,1.4114,1.4,
Loam,15198816,15888996,8044526,0,670345,32,Yes,2974010,150,203,,4.2343,1.55,
Silt loam,15643330,16002502,8044526,0,670345,32,Yes,2974010,150,203,,4.2343,1.55,
Clay loam,15198817,15434965,8044528,0,670346,39,Yes,3025824,10,30,,1.4114,1.53,
Loam,15495160,15964676,8044528,0,670346,39,Yes,3025824,10,30,,1.4114,1.53,
Loam,15643331,15548471,8044528,0,670346,39,Yes,3025824,10,30,,1.4114,1.53,
Silt loam,15198818,15586309,8044532,0,670347,1,Yes,2999918,64,165,,1.4114,1.4,
Silty clay loam,15346990,15926847,8044532,0,670347,1,Yes,2999918,64,165,,1.4114,1.4,
Silty clay loam,15198884,15434983,8044705,0,670418,9,Yes,2999973,76,152,,4.2343,1.4,
Loam,15347056,15624177,8044705,0,670418,9,Yes,2999973,76,152,,4.2343,1.4,
Clay loam,15643398,15851177,8044705,0,670418,9,Yes,2999973,76,152,,4.2343,1.4,
Loam,15200604,15738112,8048566,0,674316,24,Yes,3027092,152,165,,1.4114,1.55,
Silt loam,15645118,15548931,8048566,0,674316,24,Yes,3027092,152,165,,1.4114,1.55,
Silt loam,15201205,15586921,8049937,0,675751,7,No ,3053424,30,69,,4.2343,1.38,
Very fine sandy loam,15497549,15662599,8049937,0,675751,7,No ,3053424,30,69,,4.2343,1.38,
Loam,15349377,15624769,8049937,0,675751,7,No ,3053424,30,69,,4.2343,1.38,
Silt loam,15201222,15738269,8049974,0,675768,2,No ,3027529,117,165,,4.2343,1.38,
Silt loam,15201223,15889613,8049978,0,675769,2,No ,3053436,0,15,,4.2343,0.83,
Silty clay loam,15201224,15435582,8049981,0,675770,2,No ,3027531,102,152,,1.4114,1.55,
Silt loam,15202376,15889907,8052698,0,661692,5,Yes,3002445,33,51,,4.0,1.55,
Sandy loam,15498719,15511553,8052698,0,661692,5,Yes,3002445,33,51,,4.0,1.55,
Loam,15646890,16003413,8052698,0,661692,5,Yes,3002445,33,51,,4.0,1.55,
Loam,15202377,15435876,8052701,0,661693,6,Yes,3002446,18,46,,4.0,1.55,
Loam,15350549,15776411,8052701,0,661693,6,Yes,3002446,18,46,,4.0,1.55,
Silt loam,15646891,15549382,8052701,0,661693,6,Yes,3002446,18,46,,4.0,1.55,
Loam,15202392,15889911,8052735,0,661720,12,Yes,3028364,13,43,,4.0,1.45,
Loam,15498735,15511557,8052735,0,661720,12,Yes,3028364,13,43,,4.0,1.45,
Clay loam,15646906,16003417,8052735,0,661720,12,Yes,3028364,13,43,,4.0,1.45,
,15202393,15435880,8052737,0,661720,4,Yes,2976551,76,86,,,,
Loamy sand,15202394,15587224,8052739,0,661721,6,Yes,3054271,127,196,,42.0,1.6,
Fine sandy loam,15498737,15814245,8052739,0,661721,6,Yes,3054271,127,196,,42.0,1.6,
Loamy fine sand,15646908,15700730,8052739,0,661721,6,Yes,3054271,127,196,,42.0,1.6,
Silt loam,15202395,15738568,8052741,0,661722,46,Yes,3028366,36,71,,1.41,1.35,
Silty clay loam,15498738,15965589,8052741,0,661722,46,Yes,3028366,36,71,,1.41,1.35,
Loam,15646909,15852074,8052741,0,661722,46,Yes,3028366,36,71,,1.41,1.35,
Coarse sand,15202408,15435884,8052776,0,661731,14,Yes,3028375,81,152,,141.14,1.58,
Sand,15498751,15511561,8052776,0,661731,14,Yes,3028375,81,152,,141.14,1.58,
Coarse sand,15646922,15549390,8052776,0,661731,14,Yes,3028375,81,152,,141.14,1.58,
Clay,15202409,15587228,8052779,0,661733,1,Yes,3054282,15,152,,0.42,1.6,
Silty clay loam,15202409,15738572,8052779,0,661733,1,Yes,3054282,15,152,,0.42,1.6,
Fine sandy loam,15202410,15889916,8052782,0,661734,9,Yes,3054283,15,41,,4.0,1.53,
Sandy clay loam,15646924,15852078,8052782,0,661734,9,Yes,3054283,15,41,,4.0,1.53,
