ComponentPercent,MajorComponent,MUKEY,COKEY
12,No ,662071,3049273
2,No ,662071,3029844
7,No ,662071,2965077
16,No ,662071,2990984
1,No ,662071,2971554
41,No ,662071,3010414
5,No ,662071,3016891
2,No ,662071,2984507
14,No ,662071,3055750
4,No ,662072,2997461
2,No ,662072,3042797
5,No ,662072,2978031
89,No ,662072,3036321
3,No ,662073,2971555
5,No ,662073,3003938
10,No ,662073,2990985
2,No ,662073,3029845
5,No ,662073,3010415
10,No ,662073,2984508
10,No ,662073,3049274
5,No ,662073,2965078
15,No ,662073,3023368
30,No ,662073,3055751
5,No ,662073,3062227
7,Yes,662074,3002634
22,Yes,662074,3015587
1,Yes,662074,3047970
6,Yes,662074,2983204
3,Yes,662074,3022064
2,Yes,662074,3041494
4,Yes,662074,3060923
25,Yes,662074,2976727
30,Yes,662074,2996157
3,No ,662075,3028497
1,No ,662075,3067356
30,No ,662075,3002590
20,No ,662075,3047926
2,No ,662075,3009067
19,No ,662075,3041450
25,No ,662075,2983160
2,Yes,662076,2996241
11,Yes,662076,3028624
1,Yes,662076,3061007
4,Yes,662076,3035101
17,Yes,662076,2983287
2,Yes,662076,2989764
9,Yes,662076,3009194
13,Yes,662076,3041577
2,Yes,662076,3054530
4,Yes,662076,2970334
2,Yes,662076,2976811
2,Yes,662076,3067483
22,Yes,662076,3002717
9,Yes,662076,3048053
56,No ,662077,3048027
2,No ,662077,2970308
7,No ,662077,3009168
34,No ,662077,3028598
1,No ,662077,3067457
24,Yes,662078,2976709
11,Yes,662078,3002616
3,Yes,662078,3015569
2,Yes,662078,3047952
9,Yes,662078,2983186
26,Yes,662078,2996139
10,Yes,662078,3060905
3,Yes,662078,3041476
12,Yes,662078,3022046
7,Yes,662079,3054390
6,Yes,662079,2989624
7,Yes,662079,2970194
17,Yes,662079,3002577
3,Yes,662079,2996101
15,Yes,662079,3028484
7,Yes,662079,3034961
8,Yes,662079,3009054
5,Yes,662079,3047913
3,Yes,662079,2983147
15,Yes,662079,3041437
7,Yes,662079,3067343
10,Yes,662080,3022008
57,Yes,662080,2976671
3,Yes,662080,2983148
4,Yes,662080,3015531
10,Yes,662080,3002578
2,Yes,662080,3047914
12,Yes,662080,3060867
2,Yes,662080,3041438
3,Yes,662081,2983142
6,Yes,662081,3015525
12,Yes,662081,3034955
9,Yes,662081,2970188
11,Yes,662081,2989618
3,Yes,662081,3067337
5,Yes,662081,2996095
4,Yes,662081,3009048
13,Yes,662081,2976665
10,Yes,662081,3060861
12,Yes,662081,3028478
5,Yes,662081,3054384
1,Yes,662081,3041432
3,Yes,662081,3022002
3,Yes,662081,3002572
20,No ,662082,3036322
30,No ,662082,2978032
20,No ,662082,3016892
30,No ,662082,2997462
25,No ,662083,2989670
11,No ,662083,3022054
3,No ,662083,3002624
5,No ,662083,3015577
3,No ,662083,2983194
13,No ,662083,2996147
20,No ,662083,2976717
20,No ,662083,3060913
2,No ,662084,2970240
4,No ,662084,3002623
2,No ,662084,3067389
11,No ,662084,3041483
19,No ,662084,3022053
2,No ,662084,3054436
6,No ,662084,3028530
4,No ,662084,3009100
2,No ,662084,3035007
27,No ,662084,3015576
8,No ,662084,3047959
13,No ,662084,2983193
15,No ,662085,2997463
22,No ,662085,3010416
2,No ,662085,3023369
1,No ,662085,3055752
15,No ,662085,2990986
3,No ,662085,3003939
1,No ,662085,2971556
6,No ,662085,3049275
18,No ,662085,2984509
2,No ,662085,2965079
6,No ,662085,3042798
2,No ,662085,3016893
2,No ,662085,3062228
1,No ,662085,3029846
4,No ,662085,2978033
12,No ,662086,3042799
3,No ,662086,3062229
6,No ,662086,2965080
2,No ,662086,3049276
10,No ,662086,3023370
15,No ,662086,3003940
52,No ,662086,3036323
10,No ,662087,3062230
3,No ,662087,2978034
3,No ,662087,2965081
6,No ,662087,3010417
14,No ,662087,2971557
10,No ,662087,2990987
2,No ,662087,2997464
14,No ,662087,3029847
2,No ,662087,3042800
4,No ,662087,3055753
7,No ,662087,3023371
4,No ,662087,2984510
1,No ,662087,3016894
5,No ,662087,3049277
6,No ,662087,3003941
9,No ,662087,3036324
5,No ,662088,3028509
18,No ,662088,3002602
1,No ,662088,3047938
19,No ,662088,2983172
6,No ,662088,3041462
51,Yes,662088,3022032
3,No ,662089,3055754
3,No ,662089,2971558
30,No ,662089,2984511
5,No ,662089,3029848
50,No ,662089,3016895
1,No ,662089,3010418
5,No ,662089,2997465
3,No ,662089,2990988
5,No ,662090,2965082
2,No ,662090,3042801
10,No ,662090,2978035
13,No ,662090,3062231
16,No ,662090,2997466
5,No ,662090,3029849
1,No ,662090,3016896
12,No ,662090,2971559
8,No ,662090,3003942
8,No ,662090,3049278
2,No ,662090,3036325
5,No ,662090,2990989
1,No ,662090,3023372
7,No ,662090,3055755
2,No ,662090,3010419
3,No ,662090,2984512
50,No ,662091,2978036
20,No ,662091,3042802
30,No ,662091,3036326
13,No ,662092,3054429
15,No ,662092,3067382
14,No ,662092,2970233
9,No ,662092,3035000
6,No ,662092,2976710
7,No ,662092,3009093
7,No ,662092,2996140
12,No ,662092,3028523
6,No ,662092,3060906
11,No ,662092,2989663
5,No ,664152,3062701
5,No ,664152,2965552
2,No ,664152,2984982
15,No ,664152,3043271
5,No ,664152,3049748
10,No ,664152,3004412
5,No ,664152,2972029
30,No ,664152,3036795
10,No ,664152,3023842
10,No ,664152,2991459
3,No ,664152,3030319
20,No ,664228,3062747
30,No ,664228,3030365
5,No ,664228,3049794
5,No ,664228,2985028
15,No ,664228,2965598
25,No ,664228,3004458
3,No ,664230,2991506
2,No ,664230,2972076
5,No ,664230,3010936
40,No ,664230,3056272
20,No ,664230,3023889
3,No ,664230,2985029
5,No ,664230,3004459
5,No ,664230,3049795
5,No ,664230,3062748
4,No ,664230,3030366
3,No ,664230,3017413
5,No ,664230,2965599
20,No ,664235,3062751
10,No ,664235,2965602
5,No ,664235,2985032
3,No ,664235,2972079
10,No ,664235,3049798
5,No ,664235,2991509
30,No ,664235,3010939
2,No ,664235,3056275
10,No ,664235,3030369
5,No ,664235,3017416
10,No ,664293,3062784
15,No ,664293,2991542
10,No ,664293,3023925
5,No ,664293,3030402
5,No ,664293,2965635
10,No ,664293,3043354
10,No ,664293,3004495
5,No ,664293,3049831
10,No ,664293,2972112
5,No ,664293,2985065
15,No ,664293,3036878
15,No ,664295,2991543
25,No ,664295,3049832
10,No ,664295,2972113
20,No ,664295,2985066
20,No ,664295,3030403
10,No ,664295,3056309
21,No ,664304,2998024
22,No ,664304,3017454
7,No ,664304,3036884
4,No ,664304,3004501
6,No ,664304,3023931
6,No ,664304,3043360
16,No ,664304,3062790
18,No ,664304,2978594
15,No ,664345,3004525
4,No ,664345,2972142
3,No ,664345,3011002
5,No ,664345,2991572
5,No ,664345,3030432
3,No ,664345,3056338
20,No ,664345,3023955
5,No ,664345,2985095
10,No ,664345,2965665
10,No ,664345,3062814
10,No ,664345,3049861
10,No ,664345,3017479
15,No ,664364,3036921
40,No ,664364,2998061
20,No ,664364,2978631
10,No ,664364,3043397
15,No ,664364,3023968
10,No ,664399,2991607
5,No ,664399,3056373
3,No ,664399,2978654
4,No ,664399,3011037
20,No ,664399,3030467
10,No ,664399,2998084
3,No ,664399,3017514
5,No ,664399,2972177
30,No ,664399,3049896
10,No ,664399,2985130
10,No ,664402,2991609
4,No ,664402,3011039
1,No ,664402,3043422
5,No ,664402,3056375
2,No ,664402,3062852
2,No ,664402,2978656
25,No ,664402,3023993
10,No ,664402,2985132
5,No ,664402,2972179
1,No ,664402,3036946
5,No ,664402,3004563
2,No ,664402,2998086
3,No ,664402,3017516
10,No ,664402,3030469
15,No ,664402,3049898
2,No ,664446,3024019
9,No ,664446,3017542
2,No ,664446,3004589
21,No ,664446,3062878
3,No ,664446,3036972
3,No ,664446,3043448
13,No ,664446,3011065
9,No ,664446,2998112
7,No ,664446,2978682
4,No ,664446,2965729
27,No ,664446,3056401
17,No ,664447,3030496
5,No ,664447,2998113
2,No ,664447,3011066
5,No ,664447,2972206
2,No ,664447,3056402
11,No ,664447,2985159
10,No ,664447,2991636
21,No ,664447,3049925
27,No ,664447,3017543
3,No ,664448,3030497
5,No ,664448,2991637
5,No ,664448,3004590
15,No ,664448,3036973
5,No ,664448,3049926
5,No ,664448,3062879
10,No ,664448,3043449
5,No ,664448,2965730
20,No ,664448,2978683
15,No ,664448,2985160
2,No ,664448,2972207
10,No ,664448,3024020
8,No ,664461,3024028
8,No ,664461,3004598
30,No ,664461,3036981
5,No ,664461,3049934
22,No ,664461,2965738
21,No ,664461,3043457
6,No ,664461,3062887
85,No ,664462,3030505
10,No ,664462,2985168
5,No ,664462,2991645
38,No ,664496,3024049
7,No ,664496,2965759
16,No ,664496,3030526
7,No ,664496,3062908
25,No ,664496,3004619
7,No ,664496,3049955
20,No ,664501,2978716
20,No ,664501,3062912
12,No ,664501,3037006
5,No ,664501,3024053
10,No ,664501,3043482
30,No ,664501,2998146
3,No ,664501,3004623
30,No ,664504,2991671
30,No ,664504,3004624
5,No ,664504,3030531
5,No ,664504,2972241
5,No ,664504,3049960
5,No ,664504,2985194
10,No ,664504,2965764
10,No ,664504,3062913
3,No ,664539,3037028
25,No ,664539,2991691
21,No ,664539,2972261
7,No ,664539,3017598
8,No ,664539,3011121
12,No ,664539,3056457
17,No ,664539,2978738
7,No ,664539,2998168
10,No ,664612,3056504
10,No ,664612,3011168
4,No ,664612,3043551
20,No ,664612,2972308
23,No ,664612,3024122
7,No ,664612,3004692
7,No ,664612,2998215
6,No ,664612,2978785
8,No ,664612,3017645
5,No ,664612,3037075
5,No ,664614,3024123
20,No ,664614,3004693
12,No ,664614,3037076
17,No ,664614,2998216
14,No ,664614,2978786
22,No ,664614,3017646
10,No ,664614,3043552
10,No ,664627,3050037
15,No ,664627,3062990
15,No ,664627,3004701
20,No ,664627,2985271
10,No ,664627,2965841
5,No ,664627,3030608
10,No ,664627,2991748
15,No ,664627,3024131
2,No ,664646,3050049
2,No ,664646,2965853
2,No ,664646,3063002
12,No ,664646,3024143
18,No ,664646,3043572
29,No ,664646,3030620
2,No ,664646,2985283
28,No ,664646,3037096
5,No ,664646,3004713
2,No ,664654,2978812
33,No ,664654,3030625
4,No ,664654,3024149
9,No ,664654,2985288
6,No ,664654,2972335
6,No ,664654,2991765
24,No ,664654,3043578
5,No ,664654,3056531
1,No ,664654,3037102
3,No ,664654,2998242
4,No ,664654,3011195
3,No ,664654,3017672
22,No ,664662,2965864
6,No ,664662,3037108
10,No ,664662,2978818
4,No ,664662,3011201
5,No ,664662,3056537
2,No ,664662,2998248
4,No ,664662,3017678
7,No ,664662,3030631
21,No ,664662,3050060
6,No ,664662,2972341
7,No ,664662,2985294
6,No ,664662,2991771
5,No ,664663,2985295
1,No ,664663,3056538
10,No ,664663,3004725
3,No ,664663,2972342
10,No ,664663,3017679
5,No ,664663,3030632
3,No ,664663,2991772
15,No ,664663,3011202
10,No ,664663,3024155
3,No ,664663,2998249
15,No ,664663,3043584
5,No ,664663,3050061
10,No ,664663,3063014
5,No ,664663,2965865
20,No ,664691,3011218
20,No ,664691,3056554
15,No ,664691,3017695
25,No ,664691,2972358
10,No ,664691,2978835
10,No ,664691,2998265
10,No ,666910,3057188
12,No ,666910,2972992
22,No ,666910,2985945
2,No ,666910,3037759
5,No ,666910,2998899
11,No ,666910,3044235
4,No ,666910,2979469
9,No ,666910,3011852
20,No ,666910,2992422
5,No ,666910,3018329
4,No ,666911,3024806
5,No ,666911,3057189
11,No ,666911,2972993
3,No ,666911,3031283
1,No ,666911,3011853
34,No ,666911,2992423
3,No ,666911,3005376
9,No ,666911,2966516
9,No ,666911,3063665
18,No ,666911,2985946
3,No ,666911,3050712
15,Yes,666912,3015674
10,Yes,666912,2983291
5,Yes,666912,2970338
16,Yes,666912,3002721
5,Yes,666912,3067487
3,Yes,666912,3054534
8,Yes,666912,3022151
6,Yes,666912,3041581
2,Yes,666912,3035105
16,Yes,666912,3048057
8,Yes,666912,3028628
6,Yes,666912,3009198
5,No ,666913,3024807
3,No ,666913,2998900
5,No ,666913,3044236
19,No ,666913,3063666
39,No ,666913,3018330
3,No ,666913,3005377
5,No ,666913,3037760
5,No ,666913,2966517
16,No ,666913,2979470
13,Yes,666914,3009193
25,Yes,666914,3041576
2,Yes,666914,3054529
6,Yes,666914,2970333
10,Yes,666914,3048052
4,Yes,666914,2989763
4,Yes,666914,3067482
2,Yes,666914,2996240
2,Yes,666914,3022147
5,Yes,666914,3035100
4,Yes,666914,2976810
2,Yes,666914,3015670
17,Yes,666914,3028623
4,Yes,666914,3061006
7,Yes,667041,2976486
1,Yes,667041,3034777
1,Yes,667041,2970010
7,Yes,667041,3002393
2,Yes,667041,3067159
4,Yes,667041,3021823
1,Yes,667041,3054206
1,Yes,667041,2982963
1,Yes,667041,3041253
3,Yes,667041,3060683
31,Yes,667041,2989439
1,Yes,667041,3015347
10,Yes,667041,2995917
2,Yes,667041,3028300
4,Yes,667041,3008870
4,Yes,667041,2976487
2,Yes,667041,2989440
7,Yes,667041,3015346
4,Yes,667041,3047729
3,Yes,667041,2995916
4,Yes,667041,3060682
3,Yes,670344,2980486
3,Yes,670344,2999916
15,Yes,670344,3045252
12,Yes,670344,3032300
6,Yes,670344,3025823
3,Yes,670344,3064682
2,Yes,670344,2967533
2,Yes,670344,3038776
20,Yes,670344,3006393
21,Yes,670344,3051729
13,Yes,670344,2986963
32,Yes,670345,2974010
5,Yes,670345,2993440
32,Yes,670345,3058206
9,Yes,670345,3019347
11,Yes,670345,2999917
5,Yes,670345,3012870
6,Yes,670345,2980487
16,Yes,670346,3064683
4,Yes,670346,3045253
10,Yes,670346,3006394
2,Yes,670346,2974011
1,Yes,670346,3032301
8,Yes,670346,2967534
1,Yes,670346,2986964
1,Yes,670346,3051730
1,Yes,670346,2993441
39,Yes,670346,3025824
17,Yes,670346,3038777
1,Yes,670347,3019349
1,Yes,670347,2980489
5,Yes,670347,2993442
1,Yes,670347,3025825
1,Yes,670347,3006395
1,Yes,670347,3051731
1,Yes,670347,3012872
18,Yes,670347,3058208
1,Yes,670347,2980488
6,Yes,670347,2967535
1,Yes,670347,2999918
22,Yes,670347,3012871
1,Yes,670347,3045254
6,Yes,670347,3064684
1,Yes,670347,2999919
2,Yes,670347,3058207
3,Yes,670347,3032302
1,Yes,670347,3038778
4,Yes,670347,2974012
1,Yes,670347,2986965
22,Yes,670347,3019348
19,Yes,670418,2967590
9,Yes,670418,2999973
24,Yes,670418,2980543
5,Yes,670418,3045309
5,Yes,670418,3064739
6,Yes,670418,3019403
15,Yes,670418,3025880
8,Yes,670418,3038833
9,Yes,670418,3006450
29,Yes,670484,2967649
3,Yes,670484,3051845
3,Yes,670484,3012986
5,Yes,670484,2987079
40,Yes,670484,2993556
1,Yes,670484,3032416
18,Yes,670484,3058322
1,Yes,670484,2974126
5,Yes,670800,2987330
8,Yes,670800,3026191
7,Yes,670800,3039144
5,Yes,670800,3006761
12,Yes,670800,3019714
2,Yes,670800,3065050
11,Yes,670800,2980854
5,Yes,670800,2967901
17,Yes,670800,3000284
1,Yes,670800,3013237
5,Yes,670800,3045620
13,Yes,670800,3058573
4,Yes,670800,2974377
5,Yes,670800,2993807
20,Yes,674303,3020611
20,Yes,674303,3014134
25,Yes,674303,3059470
35,Yes,674303,2975274
20,Yes,674305,3065947
15,Yes,674305,2968798
30,Yes,674305,3007658
35,Yes,674305,3027088
15,Yes,674308,3007660
35,Yes,674308,3040043
20,Yes,674308,2981753
15,Yes,674308,3046519
15,Yes,674308,3027090
35,Yes,674311,3027091
65,Yes,674311,3046520
59,Yes,674312,3065950
41,Yes,674312,3007661
15,Yes,674313,2988231
35,Yes,674313,3052997
35,Yes,674313,2968801
15,Yes,674313,3033568
18,Yes,674316,3065951
32,Yes,674316,2968802
24,Yes,674316,3027092
26,Yes,674316,3007662
25,Yes,674330,3014143
10,Yes,674330,3059479
15,Yes,674330,2994713
10,Yes,674330,2975283
40,Yes,674330,2988236
10,Yes,674331,3001190
10,Yes,674331,2981760
45,Yes,674331,3020620
35,Yes,674331,3040050
35,Yes,674333,3053003
55,Yes,674333,2968807
10,Yes,674333,3033574
35,No ,674336,3027098
10,No ,674336,2968808
25,No ,674336,3007668
10,No ,674336,3053004
20,No ,674336,3065957
5,No ,674338,3040052
35,No ,674338,3020622
35,No ,674338,3001192
10,No ,674338,3046528
15,No ,674338,2981762
8,No ,674345,3040054
18,No ,674345,2975287
8,No ,674345,3020624
7,No ,674345,3001194
8,No ,674345,2981764
25,No ,674345,2994717
13,No ,674345,3059483
13,No ,674345,3014147
9,No ,675751,2969228
19,No ,675751,3066377
4,No ,675751,2988658
26,No ,675751,3027518
9,No ,675751,2995135
4,No ,675751,3033995
22,No ,675751,3008088
7,No ,675751,3053424
4,No ,675765,3053433
2,No ,675765,3046956
16,No ,675765,2969237
3,No ,675765,3034003
14,No ,675765,3001620
15,No ,675765,3021050
5,No ,675765,3066386
3,No ,675765,2988666
16,No ,675765,3040480
2,No ,675765,3008097
5,No ,675765,2995143
5,No ,675765,3014573
1,No ,675765,2982190
7,No ,675765,3059909
1,No ,675765,2975713
1,No ,675765,3027527
5,Yes,675766,3009200
8,Yes,675766,3041583
13,Yes,675766,2983293
14,Yes,675766,3015676
18,Yes,675766,3061012
7,Yes,675766,3028630
17,Yes,675766,3002723
10,Yes,675766,3022153
8,Yes,675766,3048059
1,No ,675767,3014574
2,No ,675767,3046957
13,No ,675767,2995144
2,No ,675767,2988668
2,No ,675767,3021051
20,No ,675767,3034004
11,No ,675767,2969238
1,No ,675767,3001621
2,No ,675767,3066387
1,No ,675767,3053434
1,No ,675767,2995145
1,No ,675767,3027528
1,No ,675767,3040481
12,No ,675767,2975714
18,No ,675767,2988667
7,No ,675767,3034005
1,No ,675767,2982191
3,No ,675767,3059910
1,No ,675767,3008098
24,No ,675768,2975715
18,No ,675768,3034006
3,No ,675768,3053435
2,No ,675768,2982192
9,No ,675768,3059911
2,No ,675768,3046958
7,No ,675768,3014575
11,No ,675768,2975716
2,No ,675768,3040482
2,No ,675768,3027529
2,No ,675768,2995146
5,No ,675768,3021052
4,No ,675768,2988669
2,No ,675768,3066388
2,No ,675768,3008099
3,No ,675768,3001622
2,No ,675768,2969239
2,No ,675769,3034007
5,No ,675769,2982193
1,No ,675769,2969240
5,No ,675769,3046959
20,No ,675769,3014576
6,No ,675769,3001623
2,No ,675769,3066389
5,No ,675769,3040483
2,No ,675769,3027530
25,No ,675769,3059912
3,No ,675769,2995147
2,No ,675769,3053436
1,No ,675769,3008100
11,No ,675769,3021053
10,No ,675769,2988670
2,No ,675770,3066390
5,No ,675770,3001624
3,No ,675770,3008101
3,No ,675770,3040484
1,No ,675770,3053437
15,No ,675770,3059914
2,No ,675770,3027531
2,No ,675770,2969241
3,No ,675770,2982194
10,No ,675770,3014577
1,No ,675770,2975718
1,No ,675770,2988671
8,No ,675770,3021054
1,No ,675770,3046960
20,No ,675770,2975717
1,No ,675770,3021055
2,No ,675770,3034008
16,No ,675770,3059913
1,No ,675770,2995148
3,No ,675770,3014578
14,No ,675772,3053438
2,No ,675772,3008103
2,No ,675772,3040486
2,No ,675772,3046962
3,No ,675772,3059915
4,No ,675772,3014579
7,No ,675772,2988672
2,No ,675772,3027533
14,No ,675772,2969242
5,No ,675772,2975719
14,No ,675772,3034009
2,No ,675772,3001626
2,No ,675772,3053439
4,No ,675772,3021056
5,No ,675772,2995149
2,No ,675772,2982196
4,No ,675772,2969243
12,No ,675772,3066392
2,No ,675780,2995157
2,No ,675780,3014587
23,No ,675780,3001633
22,No ,675780,2982203
3,No ,675780,2969250
10,No ,675780,3046969
2,No ,675780,3034017
2,No ,675780,3021064
4,No ,675780,3027540
2,No ,675780,2988680
2,No ,675780,2975727
13,No ,675780,3040493
4,No ,675780,3008110
4,No ,675780,3059923
2,No ,675780,3053446
3,No ,675780,3066399
2,Yes,677003,2996182
42,Yes,677003,3028565
18,Yes,677003,3009135
6,Yes,677003,3054471
5,Yes,677003,2989705
9,Yes,677003,2970275
5,Yes,677003,3035042
4,Yes,677003,2976752
9,Yes,677003,3067424
7,Yes,677004,2989704
13,Yes,677004,2970274
19,Yes,677004,3067423
5,Yes,677004,3022088
10,Yes,677004,3035041
3,Yes,677004,3047994
5,Yes,677004,3002658
5,Yes,677004,3015611
2,Yes,677004,3041518
5,Yes,677004,2996181
13,Yes,677004,3054470
5,Yes,677004,3060947
5,Yes,677004,2976751
3,Yes,677004,2983228
5,No ,677007,2976183
20,No ,677007,3066855
10,No ,677007,2989136
10,No ,677007,3053902
10,No ,677007,2969706
10,No ,677007,3021520
5,No ,677007,3060379
5,No ,677007,3015043
10,No ,677007,3034473
10,No ,677007,2995613
5,No ,677007,3002090
4,No ,677069,3041546
13,No ,677069,3022116
4,No ,677069,2983256
3,No ,677069,3048022
15,No ,677069,3015639
5,No ,677069,3002686
29,No ,677069,2996209
18,No ,677069,3060975
9,No ,677069,2976779
8,No ,677071,3022112
4,No ,677071,3041542
10,No ,677071,2996205
7,No ,677071,2989728
29,No ,677071,3035065
4,No ,677071,3002682
14,No ,677071,3015635
7,No ,677071,2983252
10,No ,677071,3060971
7,No ,677071,2976775
30,No ,677076,3021564
15,No ,677076,3002134
35,No ,677076,3015087
7,No ,677076,2982704
7,No ,677076,3047470
6,No ,677076,3040994
