ComponentPercent,MajorComponent,MUKEY,COKEY
41,Yes,661847,2970314
2,Yes,661847,3015651
1,Yes,661847,2970315
1,Yes,661847,2983268
7,Yes,661847,2996221
1,Yes,661847,3067464
1,Yes,661847,3041558
1,Yes,661847,3048034
12,Yes,661847,3035081
2,Yes,661847,3002698
9,Yes,661848,2996222
7,Yes,661848,2989745
7,Yes,661848,3060988
8,Yes,661848,2976792
4,Yes,661848,3002699
8,Yes,661848,3035082
7,Yes,661848,3022129
8,Yes,661848,3015652
42,Yes,661848,3054511
58,Yes,661849,2983269
10,Yes,661849,3048035
3,Yes,661849,3067465
2,Yes,661849,3009176
23,Yes,661849,3041559
1,Yes,661849,2970316
3,Yes,661849,3028606
2,Yes,661850,2983270
13,Yes,661850,2996223
5,Yes,661850,3060989
6,Yes,661850,3015653
2,Yes,661850,3041560
31,Yes,661850,3054512
8,Yes,661850,2976793
23,Yes,661850,2989746
3,Yes,661850,3022130
2,Yes,661850,3002700
5,Yes,661850,3035083
31,Yes,661851,3048036
3,Yes,661851,3060990
3,Yes,661851,3035084
2,Yes,661851,3022131
6,Yes,661851,3028607
2,Yes,661851,3015654
3,Yes,661851,2996224
2,Yes,661851,2983271
2,Yes,661851,3002701
5,Yes,661851,2989747
2,Yes,661851,2976794
11,Yes,661851,3054513
5,Yes,661851,3009177
14,Yes,661851,3067466
9,Yes,661851,2970317
2,Yes,661852,3048037
6,Yes,661852,3054514
7,Yes,661852,3067467
4,Yes,661852,2989748
4,Yes,661852,2976795
18,Yes,661852,3009178
6,Yes,661852,2970318
2,Yes,661852,2996225
29,Yes,661852,3041561
2,Yes,661852,3060991
2,Yes,661852,3035085
18,Yes,661852,3028608
8,Yes,661853,2989585
53,Yes,661853,3054351
3,Yes,661853,3021969
3,Yes,661853,3060828
6,Yes,661853,2996062
5,Yes,661853,2976632
16,Yes,661853,3034922
3,Yes,661853,3002539
3,Yes,661853,3015492
74,Yes,661854,2983282
6,Yes,661854,3048048
2,Yes,661854,3028619
16,Yes,661854,3041572
2,Yes,661854,3009189
2,Yes,661855,3035088
11,Yes,661855,2976797
9,Yes,661855,3028611
10,Yes,661855,2996227
6,Yes,661855,3060993
4,Yes,661855,3054517
7,Yes,661855,3041564
4,Yes,661855,3009181
9,Yes,661855,3015657
6,Yes,661855,2983274
4,Yes,661855,2970321
4,Yes,661855,3067470
9,Yes,661855,3022134
2,Yes,661855,2989751
4,Yes,661855,3048040
9,Yes,661855,3002704
2,Yes,661856,2989750
5,Yes,661856,3002703
3,Yes,661856,2970320
10,Yes,661856,2970368
3,Yes,661856,3009180
23,Yes,661856,2976796
3,Yes,661856,3067469
10,Yes,661856,3022133
3,Yes,661856,3054516
3,Yes,661856,3028610
6,Yes,661856,3041563
5,Yes,661856,3048039
5,Yes,661856,3015656
10,Yes,661856,3060992
7,Yes,661856,2983273
2,Yes,661856,3035087
2,Yes,661857,2970319
18,Yes,661857,3002702
22,Yes,661857,3015655
4,Yes,661857,3048038
7,Yes,661857,2983272
12,Yes,661857,3041562
1,Yes,661857,2989749
15,Yes,661857,3022132
4,Yes,661857,3009179
2,Yes,661857,3054515
4,Yes,661857,3067468
2,Yes,661857,3035086
1,Yes,661857,2996226
6,Yes,661857,3028609
5,Yes,661858,2983110
17,Yes,661858,3015493
5,Yes,661858,3047876
17,Yes,661858,3060829
16,Yes,661858,3021970
9,Yes,661858,3002540
23,Yes,661858,2976633
8,Yes,661858,3041400
7,Yes,661859,3067443
6,Yes,661859,3054490
4,Yes,661859,2989724
23,Yes,661859,3028584
2,Yes,661859,2976771
26,Yes,661859,3041537
11,Yes,661859,3009154
2,Yes,661859,2996201
8,Yes,661859,3048013
7,Yes,661859,2970294
4,Yes,661859,3035061
25,Yes,661860,2983109
2,Yes,661860,3054352
11,Yes,661860,3067305
18,Yes,661860,3041399
16,Yes,661860,3047875
2,Yes,661860,2996063
7,Yes,661860,3028446
8,Yes,661860,3009016
2,Yes,661860,2989586
5,Yes,661860,2970156
4,Yes,661860,3034923
3,Yes,661861,3060830
5,Yes,661861,2996064
17,Yes,661861,3028447
15,Yes,661861,2970157
8,Yes,661861,2989587
8,Yes,661861,3009017
9,Yes,661861,3054353
12,Yes,661861,3034924
16,Yes,661861,3067306
7,Yes,661861,2976634
14,Yes,661862,3021971
2,Yes,661862,3028448
15,Yes,661862,3002541
5,Yes,661862,3047877
14,Yes,661862,2983111
43,Yes,661862,3015494
7,Yes,661862,3041401
4,Yes,661863,2989588
5,Yes,661863,2976635
9,Yes,661863,2970158
13,Yes,661863,3067307
5,Yes,661863,3054354
56,Yes,661863,3009018
4,Yes,661863,2996065
4,Yes,661863,3034925
9,Yes,661864,3034933
3,Yes,661864,3015503
5,Yes,661864,3060839
10,Yes,661864,2989596
8,Yes,661864,2996073
5,Yes,661864,2976643
17,Yes,661864,3054362
15,Yes,661864,2970166
28,Yes,661864,3067315
11,Yes,661865,2970169
4,Yes,661865,2989599
4,Yes,661865,3021983
12,Yes,661865,3067318
6,Yes,661865,3034936
4,Yes,661865,3002553
4,Yes,661865,3015506
6,Yes,661865,3060842
17,Yes,661865,3028459
14,Yes,661865,3009029
7,Yes,661865,3054365
7,Yes,661865,2996076
4,Yes,661865,2976646
22,Yes,661866,3035104
16,Yes,661866,3054533
39,Yes,661866,2970337
8,Yes,661866,2989767
6,Yes,661866,2996244
5,Yes,661866,2976814
4,Yes,661866,3061010
6,Yes,661867,3047878
7,Yes,661867,3015495
21,Yes,661867,3002542
11,Yes,661867,2983112
5,Yes,661867,3021972
2,Yes,661867,3009019
3,Yes,661867,3028449
20,Yes,661867,3041402
25,Yes,661867,3060831
3,Yes,661868,2989589
11,Yes,661868,2976636
9,Yes,661868,3015496
9,Yes,661868,3034926
3,Yes,661868,2983113
2,Yes,661868,2996066
9,Yes,661868,3060832
6,Yes,661868,3021973
6,Yes,661868,2970159
5,Yes,661868,3002543
25,Yes,661868,3067308
9,Yes,661868,3054355
3,Yes,661868,3041403
14,Yes,661869,3009020
5,Yes,661869,3054356
5,Yes,661869,2970160
32,Yes,661869,3047879
11,Yes,661869,3067309
33,Yes,661869,3028450
31,Yes,661870,3015673
10,Yes,661870,3002720
8,Yes,661870,3048056
6,Yes,661870,3067486
10,Yes,661870,2983290
10,Yes,661870,3041580
8,Yes,661870,3009197
9,Yes,661870,3022150
8,Yes,661870,3028627
4,Yes,661871,3028585
15,Yes,661871,3015631
4,Yes,661871,3048014
38,Yes,661871,3060967
13,Yes,661871,3022108
8,Yes,661871,3041538
3,Yes,661871,3009155
11,Yes,661871,2983248
4,Yes,661871,3002678
15,Yes,661872,3035062
39,Yes,661872,3067444
5,Yes,661872,2976772
7,Yes,661872,2989725
9,Yes,661872,2970295
6,Yes,661872,2996202
15,Yes,661872,3054491
4,Yes,661872,3060968
2,Yes,661873,2983143
6,Yes,661873,3034956
11,Yes,661873,3047908
2,Yes,661873,3041433
2,Yes,661873,3022003
11,Yes,661873,3067338
2,Yes,661873,3060862
1,Yes,661873,3002573
4,Yes,661873,3015526
17,Yes,661873,3028479
9,Yes,661873,3054385
4,Yes,661873,2976666
4,Yes,661873,2996096
11,Yes,661873,3009049
7,Yes,661873,2989619
7,Yes,661873,2970189
7,Yes,661874,3028457
19,Yes,661874,2983120
5,Yes,661874,2970167
7,Yes,661874,3009027
16,Yes,661874,3021980
4,Yes,661874,3054363
11,Yes,661874,3041410
14,Yes,661874,3002550
11,Yes,661874,3047886
6,Yes,661874,3067316
2,No ,661875,3062202
6,No ,661875,3036296
28,No ,661875,3049249
7,No ,661875,2997436
7,No ,661875,2965053
19,No ,661875,3003913
12,No ,661875,3023343
11,No ,661875,2978006
8,No ,661875,3042772
5,Yes,661876,3060840
5,Yes,661876,3015504
14,Yes,661876,2976644
18,Yes,661876,2989597
11,Yes,661876,2996074
5,Yes,661876,3021981
42,Yes,661876,3034934
3,Yes,661877,3034935
10,Yes,661877,3028458
6,Yes,661877,3041411
4,Yes,661877,2970168
7,Yes,661877,3009028
3,Yes,661877,3054364
31,Yes,661877,3002551
11,Yes,661877,3047887
6,Yes,661877,3067317
19,Yes,661877,2983121
20,Yes,661878,2989598
20,Yes,661878,2996075
15,Yes,661878,3060841
16,Yes,661878,2976645
2,Yes,661878,3041412
4,Yes,661878,3021982
3,Yes,661878,3002552
2,Yes,661878,3047888
3,Yes,661878,2983122
15,Yes,661878,3015505
17,Yes,661879,2989759
3,Yes,661879,2976806
10,Yes,661879,2996236
7,Yes,661879,3015666
7,Yes,661879,3054525
7,Yes,661879,3061002
19,Yes,661879,3035096
21,Yes,661879,3067478
9,Yes,661879,2970329
12,Yes,661880,3041404
7,Yes,661880,3028451
11,Yes,661880,3021974
3,Yes,661880,3009021
5,Yes,661880,2976637
3,Yes,661880,2983114
9,Yes,661880,2996067
8,Yes,661880,3047880
5,Yes,661880,3060833
3,Yes,661880,3015497
14,Yes,661880,2989590
7,Yes,661880,3002544
13,Yes,661880,3034927
18,Yes,661881,2976767
5,Yes,661881,3041534
8,Yes,661881,3022104
19,Yes,661881,2989720
7,Yes,661881,3002674
8,Yes,661881,3015627
6,Yes,661881,2983244
13,Yes,661881,3060963
16,Yes,661881,2996197
12,Yes,661882,3028580
13,Yes,661882,3067439
11,Yes,661882,3054486
6,Yes,661882,2970290
37,Yes,661882,3048009
4,Yes,661882,3035057
17,Yes,661882,3009150
8,Yes,661883,3048049
21,Yes,661883,3022143
3,Yes,661883,2976807
3,Yes,661883,2989760
10,Yes,661883,3041573
7,Yes,661883,3009190
3,Yes,661883,3028620
3,Yes,661883,2996237
13,Yes,661883,2983283
7,Yes,661883,2970330
4,Yes,661883,3054526
3,Yes,661883,3035097
4,Yes,661883,3067479
11,Yes,661883,3002713
2,Yes,661884,3028621
5,Yes,661884,3041574
2,Yes,661884,3009191
10,Yes,661884,3054564
7,Yes,661884,3002714
5,Yes,661884,2983284
11,Yes,661884,3015667
27,Yes,661884,3061003
4,Yes,661884,3048050
27,Yes,661884,3022144
14,Yes,661885,3067480
3,Yes,661885,3002715
3,Yes,661885,2970332
5,Yes,661885,2983285
3,Yes,661885,2970331
4,Yes,661885,3028622
4,Yes,661885,3041575
3,Yes,661885,3009192
3,Yes,661885,3067481
8,Yes,661885,3022145
8,Yes,661885,3035098
8,Yes,661885,2996238
5,Yes,661885,2976808
3,Yes,661885,3048051
8,Yes,661885,3015668
7,Yes,661885,3061004
5,Yes,661885,2989761
6,Yes,661885,3054527
1,Yes,661886,2983286
8,Yes,661886,3035099
5,Yes,661886,3022146
3,Yes,661886,3002716
2,Yes,661886,3015669
19,Yes,661886,2996239
14,Yes,661886,2976809
29,Yes,661886,3054528
8,Yes,661886,2989762
11,Yes,661886,3061005
11,Yes,661887,3028465
8,Yes,661887,3041418
8,Yes,661887,3067324
13,Yes,661887,2983128
13,Yes,661887,3047894
28,Yes,661887,3002558
8,Yes,661887,2970175
11,Yes,661887,3009035
16,Yes,661888,3041405
12,Yes,661888,3009022
4,Yes,661888,3028452
9,Yes,661888,3067311
8,Yes,661888,3047881
3,Yes,661888,3034929
3,Yes,661888,2989592
36,Yes,661888,2983115
3,Yes,661888,3054358
6,Yes,661888,2970162
3,Yes,661889,3021975
20,Yes,661889,3034928
2,Yes,661889,3002545
4,Yes,661889,3015498
6,Yes,661889,3060834
9,Yes,661889,2996068
10,Yes,661889,3054357
23,Yes,661889,3067310
9,Yes,661889,2970161
3,Yes,661889,2976638
11,Yes,661889,2989591
6,Yes,661890,2976649
8,Yes,661890,2989602
2,Yes,661890,3067322
17,Yes,661890,3060845
11,Yes,661890,2996079
4,Yes,661890,2983126
20,Yes,661890,3034939
6,Yes,661890,3015509
4,Yes,661890,3047892
5,Yes,661890,3002556
5,Yes,661890,3021986
2,Yes,661890,2970173
4,Yes,661890,3041416
4,Yes,661890,3028463
2,Yes,661890,3009033
17,Yes,661891,2996069
5,Yes,661891,3047882
10,Yes,661891,3060835
7,Yes,661891,2976639
5,Yes,661891,3028453
5,Yes,661891,3041406
4,Yes,661891,3009023
4,Yes,661891,3054359
10,Yes,661891,3015499
7,Yes,661891,2983116
4,Yes,661891,2970163
4,Yes,661891,3067312
10,Yes,661891,3021976
8,Yes,661891,3002546
2,Yes,661892,3028464
7,Yes,661892,3060846
11,Yes,661892,2989603
30,Yes,661892,3054369
2,Yes,661892,3009034
8,Yes,661892,2976650
5,Yes,661892,3015510
9,Yes,661892,2996080
2,Yes,661892,2983127
2,Yes,661892,3047893
12,Yes,661892,3034940
2,Yes,661892,3041417
4,Yes,661892,3002557
4,Yes,661892,3021987
6,Yes,661893,3060847
12,Yes,661893,2989604
14,Yes,661893,2970174
15,Yes,661893,3054370
21,Yes,661893,3067323
8,Yes,661893,2976651
9,No ,661893,3034941
4,Yes,661893,3015511
3,Yes,661893,3021988
8,Yes,661893,2996081
4,Yes,661894,3015512
2,Yes,661894,3002559
5,Yes,661894,3060848
13,Yes,661894,2996082
9,Yes,661894,2976652
2,Yes,661894,2983129
3,Yes,661894,3021989
7,Yes,661894,3034942
30,Yes,661894,2989605
25,Yes,661894,3054371
23,Yes,661895,3041419
7,Yes,661895,2989606
2,Yes,661895,3034943
16,Yes,661895,3028466
10,Yes,661895,3054372
6,Yes,661895,3009036
13,Yes,661895,3067325
9,Yes,661895,2970176
14,Yes,661895,3047895
19,Yes,661896,2976653
15,Yes,661896,3060849
23,Yes,661896,2996083
11,Yes,661896,3021990
2,Yes,661896,3047896
12,Yes,661896,3002560
10,Yes,661896,3015513
3,Yes,661896,2983130
3,Yes,661896,3041420
1,Yes,661896,3009037
1,Yes,661896,3028467
7,Yes,661897,3021984
2,Yes,661897,3002554
16,Yes,661897,3015507
2,Yes,661897,2983124
20,Yes,661897,2996077
17,Yes,661897,3060843
20,Yes,661897,2989600
16,Yes,661897,2976647
3,Yes,661898,2983117
3,Yes,661898,3002547
5,Yes,661898,3015500
2,Yes,661898,3041407
26,Yes,661898,3034930
16,Yes,661898,2996070
14,Yes,661898,2976640
7,Yes,661898,3060836
19,Yes,661898,2989593
5,Yes,661898,3021977
5,Yes,661899,3054360
10,Yes,661899,2970164
15,Yes,661899,3067313
24,Yes,661899,3047883
21,Yes,661899,3009024
2,Yes,661899,2989594
21,Yes,661899,3028454
2,Yes,661899,3034931
4,Yes,661900,3041408
3,Yes,661900,3047884
9,Yes,661900,3002548
9,Yes,661900,3021978
19,Yes,661900,3060837
27,Yes,661900,2996071
11,Yes,661900,2976641
2,Yes,661900,3028455
9,Yes,661900,3015501
7,Yes,661900,2983118
24,Yes,661901,3034932
13,Yes,661901,2989595
3,Yes,661901,3054361
2,Yes,661901,3021979
12,Yes,661901,3067314
9,Yes,661901,2996072
16,Yes,661901,3009025
2,Yes,661901,3015502
3,Yes,661901,3060838
10,Yes,661901,2970165
6,Yes,661901,2976642
2,Yes,661902,3009026
14,Yes,661902,3041409
49,Yes,661902,3002549
11,Yes,661902,3047885
16,Yes,661902,2983119
8,Yes,661902,3028456
8,Yes,661903,2970171
8,Yes,661903,2989601
6,Yes,661903,3047890
8,Yes,661903,3034938
12,Yes,661903,3067320
6,Yes,661903,3009031
8,Yes,661903,3054367
9,Yes,661903,3041414
8,Yes,661903,2996078
7,Yes,661903,2976648
8,Yes,661903,3028461
6,Yes,661903,3060844
6,Yes,661903,3015508
31,Yes,661904,3021985
3,Yes,661904,3047891
24,Yes,661904,3002555
1,Yes,661904,3054368
21,Yes,661904,3041415
2,Yes,661904,3009032
3,Yes,661904,3028462
11,Yes,661904,2983125
2,Yes,661904,2970172
2,Yes,661904,3067321
13,Yes,661905,3067319
5,Yes,661905,2970170
17,Yes,661905,3047889
9,Yes,661905,3028460
2,Yes,661905,3034937
25,Yes,661905,2983123
13,Yes,661905,3009030
5,Yes,661905,3054366
11,Yes,661905,3041413
3,No ,661906,3029820
27,No ,661906,3055726
35,No ,661906,3010390
23,No ,661906,2984483
6,No ,661906,2990960
6,No ,661906,2971530
11,Yes,661907,2976654
18,Yes,661907,2970177
11,Yes,661907,3054373
15,Yes,661907,3067326
3,Yes,661907,3021991
3,Yes,661907,3015514
14,Yes,661907,3034944
13,Yes,661907,2989607
8,Yes,661907,2996084
4,Yes,661907,3060850
3,No ,661908,3042773
9,No ,661908,3016867
18,No ,661908,2997437
16,No ,661908,3036297
3,No ,661908,3023344
16,No ,661908,3003914
35,No ,661908,2978007
14,Yes,661909,2976669
38,Yes,661909,2989622
8,Yes,661909,3002576
1,Yes,661909,3028483
1,Yes,661909,3041436
10,Yes,661909,3022006
3,Yes,661909,3060865
3,Yes,661909,2983146
14,Yes,661909,2996099
7,Yes,661909,3015529
1,Yes,661909,3047912
3,No ,661910,3062203
1,No ,661910,2965054
2,No ,661910,2990961
14,No ,661910,3049250
59,No ,661910,2984484
21,No ,661910,3029821
6,Yes,661911,3060866
4,Yes,661911,2976670
29,Yes,661911,3009053
6,Yes,661911,3034960
2,Yes,661911,3022007
11,Yes,661911,3067342
7,Yes,661911,3054389
23,Yes,661911,2970193
6,Yes,661911,2996100
4,Yes,661911,2989623
2,Yes,661911,3015530
14,Yes,661912,3009052
7,Yes,661912,3028482
13,Yes,661912,3054388
10,Yes,661912,3067341
31,Yes,661912,3047911
15,Yes,661912,2970192
10,Yes,661912,3034959
6,Yes,661913,3015528
14,Yes,661913,2976668
7,Yes,661913,3060864
3,Yes,661913,3041435
5,Yes,661913,3022005
4,Yes,661913,2983145
5,Yes,661913,3002575
56,Yes,661913,2996098
16,Yes,661914,3028481
3,Yes,661914,2970191
27,Yes,661914,3047910
2,Yes,661914,3034958
5,Yes,661914,3067340
21,Yes,661914,2983144
13,Yes,661914,3041434
2,Yes,661914,2989621
9,Yes,661914,3009051
2,Yes,661914,3054387
20,Yes,661915,3035030
1,Yes,661915,3022077
13,Yes,661915,2989693
38,Yes,661915,2970263
4,Yes,661915,2996170
18,Yes,661915,3054459
2,Yes,661915,3015600
2,Yes,661915,3060936
2,Yes,661915,2976740
8,Yes,661916,3028468
14,Yes,661916,2983131
2,Yes,661916,3054374
8,Yes,661916,3047897
2,Yes,661916,2970178
34,Yes,661916,3002561
19,Yes,661916,3041421
6,Yes,661916,3067327
7,Yes,661916,3009038
6,Yes,661917,2983225
20,No ,661917,3015608
10,Yes,661917,3047991
4,Yes,661917,3067421
1,Yes,661917,3022086
1,Yes,661917,3015609
2,Yes,661917,3035039
4,Yes,661917,3009132
2,Yes,661917,2976749
1,Yes,661917,3060945
2,Yes,661917,3054468
2,Yes,661917,2970272
11,Yes,661917,3002655
2,Yes,661917,2996179
8,Yes,661917,3028562
15,Yes,661917,3041515
2,Yes,661917,2989702
7,Yes,661917,3022085
18,Yes,661918,3028553
17,Yes,661918,3009123
43,Yes,661918,3041506
15,Yes,661918,3047982
7,Yes,661918,3067412
8,Yes,661919,3060851
5,Yes,661919,3015515
27,Yes,661919,2989608
16,Yes,661919,2976655
7,Yes,661919,2996085
2,Yes,661919,3002562
4,Yes,661919,3021992
31,Yes,661919,3034945
3,Yes,661920,3002646
5,Yes,661920,3022076
18,Yes,661920,3035029
5,Yes,661920,2989692
16,Yes,661920,2976739
16,Yes,661920,3060935
21,Yes,661920,2996169
2,Yes,661920,2983216
14,Yes,661920,3015599
21,Yes,661921,3002645
4,Yes,661921,3047981
2,Yes,661921,2970262
13,Yes,661921,2983215
4,Yes,661921,3067411
38,Yes,661921,3022075
4,Yes,661921,3028552
2,Yes,661921,3054458
4,Yes,661921,3009122
8,Yes,661921,3041505
14,Yes,661922,3054457
8,Yes,661922,2989691
21,Yes,661922,3067410
6,Yes,661922,3060934
18,Yes,661922,2970261
6,Yes,661922,3015598
8,Yes,661922,2996168
6,Yes,661922,2976738
5,Yes,661922,3009121
8,Yes,661922,3035028
1,Yes,661923,3028551
7,Yes,661923,3002644
9,Yes,661923,3022074
3,Yes,661923,3041504
32,Yes,661923,2996167
5,Yes,661923,2983214
13,Yes,661923,3015597
2,Yes,661923,3047980
6,Yes,661923,3060933
22,Yes,661923,2976737
5,Yes,661924,2970260
6,Yes,661924,3067409
5,Yes,661924,3054456
9,Yes,661924,3002643
4,Yes,661924,2989690
6,Yes,661924,3009120
6,Yes,661924,3028550
5,Yes,661924,3041503
11,Yes,661924,2983213
4,Yes,661924,3035027
8,Yes,661924,3047979
31,Yes,661924,3015596
9,Yes,661925,3022072
7,Yes,661925,3002642
5,Yes,661925,2970259
7,Yes,661925,2983212
5,Yes,661925,3054455
9,Yes,661925,3015595
5,Yes,661925,3047978
6,Yes,661925,2976735
9,Yes,661925,2989688
22,Yes,661925,3054454
5,Yes,661925,3009119
7,Yes,661925,3041502
4,Yes,661925,2989689
1,Yes,661926,3022071
5,Yes,661926,3028548
3,Yes,661926,3041501
12,Yes,661926,3015594
2,Yes,661926,3047977
3,Yes,661926,2983211
74,Yes,661926,2996164
23,Yes,661927,2983210
22,Yes,661927,3028547
11,Yes,661927,2970257
8,Yes,661927,3009117
27,Yes,661927,3041500
9,Yes,661927,3054453
17,Yes,661928,3002639
8,Yes,661928,2989686
20,Yes,661928,2970256
12,Yes,661928,3028546
4,Yes,661928,3060929
6,Yes,661928,3041499
8,Yes,661928,2996163
7,Yes,661928,2976733
9,Yes,661928,3009116
9,Yes,661928,3035023
5,Yes,661929,3028545
2,Yes,661929,2989685
13,Yes,661929,3041498
3,Yes,661929,3067404
3,Yes,661929,3009115
1,Yes,661929,2976732
26,Yes,661929,3002638
17,Yes,661929,3047974
26,Yes,661929,2983208
2,Yes,661929,2970255
2,Yes,661929,3035022
5,Yes,661930,3054375
5,Yes,661930,2989609
9,Yes,661930,3067328
6,Yes,661930,2970179
4,Yes,661930,3060852
5,Yes,661930,2976656
4,Yes,661930,2996086
7,Yes,661930,3028469
15,Yes,661930,3041422
6,Yes,661930,3009039
2,Yes,661930,3015516
6,Yes,661930,3034946
17,Yes,661930,2983132
9,Yes,661930,3047898
1,Yes,661931,3034947
7,Yes,661931,3028470
17,Yes,661931,3021993
4,Yes,661931,3009040
22,Yes,661931,3041423
2,Yes,661931,3054376
1,Yes,661931,2996087
1,Yes,661931,2989610
22,Yes,661931,3002563
5,Yes,661931,3047899
2,Yes,661931,2970180
12,Yes,661931,2983133
4,Yes,661931,3067329
8,Yes,661932,3047900
2,Yes,661932,3034948
15,Yes,661932,2976657
7,Yes,661932,3060853
6,Yes,661932,3028471
10,Yes,661932,3041424
2,Yes,661932,3054377
13,Yes,661932,3021994
4,Yes,661932,3009041
8,Yes,661932,3015517
2,Yes,661932,2970181
2,Yes,661932,2989611
6,Yes,661932,3002564
4,Yes,661932,3067330
11,Yes,661932,2983134
4,Yes,661933,3028472
15,Yes,661933,3021995
4,Yes,661933,3009042
8,Yes,661933,3041425
2,Yes,661933,3054378
8,Yes,661933,3002565
6,Yes,661933,3047901
4,Yes,661933,3067331
11,Yes,661933,2996088
4,Yes,661933,2970182
5,Yes,661933,2983135
15,Yes,661933,3015518
8,Yes,661933,2976658
6,Yes,661933,3060854
8,Yes,661934,3021996
16,Yes,661934,3034949
8,Yes,661934,3002566
4,Yes,661934,3009043
5,Yes,661934,3028473
6,Yes,661934,3041426
4,Yes,661934,3060855
12,Yes,661934,2976659
4,Yes,661934,2989612
7,Yes,661934,2983136
8,Yes,661934,2996089
9,Yes,661934,3015519
5,Yes,661934,3047902
4,Yes,661934,3067332
6,Yes,661935,3021997
2,Yes,661935,2970184
2,Yes,661935,3009044
4,Yes,661935,3041427
2,Yes,661935,3054380
7,Yes,661935,3054379
19,Yes,661935,2970183
2,Yes,661935,3028474
4,Yes,661935,3060856
7,Yes,661935,2989613
7,Yes,661935,2976660
6,Yes,661935,2996090
5,Yes,661935,3002567
2,Yes,661935,3047903
5,Yes,661935,2983137
7,Yes,661935,3015520
11,Yes,661935,3034950
2,Yes,661935,3067333
2,Yes,661936,3067334
5,Yes,661936,3047904
8,Yes,661936,3015521
6,Yes,661936,3002568
2,Yes,661936,2970185
20,No ,661936,3034951
6,Yes,661936,2983138
7,Yes,661936,3021998
2,Yes,661936,3054381
2,Yes,661936,3009045
4,Yes,661936,3028475
5,Yes,661936,3041428
8,Yes,661936,2989614
8,Yes,661936,3060857
4,Yes,661936,2996091
11,Yes,661936,2976661
2,Yes,661937,3067335
2,Yes,661937,2970186
3,Yes,661937,3002569
28,Yes,661937,3034952
3,Yes,661937,3021999
2,Yes,661937,3047905
14,Yes,661937,2996092
6,Yes,661937,3060858
6,Yes,661937,3015522
2,Yes,661937,2983139
2,Yes,661937,3028476
10,Yes,661937,2976662
16,Yes,661937,2989615
2,Yes,661937,3009046
2,Yes,661937,3041429
3,Yes,661938,3047906
3,Yes,661938,3060859
5,Yes,661938,2983140
7,Yes,661938,3015523
8,Yes,661938,2996093
6,Yes,661938,3002570
7,Yes,661938,3022000
12,Yes,661938,3034953
7,Yes,661938,2976663
5,Yes,661938,3041430
3,Yes,661938,3009047
3,Yes,661938,3028477
23,Yes,661938,3054382
8,Yes,661938,2989616
5,Yes,661939,3035040
8,Yes,661939,3009133
15,Yes,661939,3041516
6,Yes,661939,2970273
5,Yes,661939,3054469
9,Yes,661939,3028563
3,Yes,661939,2989703
15,Yes,661939,3002656
12,Yes,661939,3047992
7,Yes,661939,3067422
15,Yes,661939,2983226
7,Yes,661940,2989617
3,Yes,661940,2976664
3,Yes,661940,3060860
17,Yes,661940,3034954
5,Yes,661940,2996094
17,Yes,661940,2970187
36,Yes,661940,3067336
12,Yes,661940,3054383
4,Yes,661941,3041431
40,Yes,661941,3022001
4,Yes,661941,2983141
2,Yes,661941,3047907
6,Yes,661941,3002571
44,Yes,661941,3015524
10,Yes,661942,3009050
2,Yes,661942,3054386
5,Yes,661942,2976667
5,Yes,661942,2989620
4,Yes,661942,3015527
4,Yes,661942,3060863
5,Yes,661942,2996097
14,Yes,661942,3028480
26,Yes,661942,3047909
2,Yes,661942,3002574
4,Yes,661942,3022004
5,Yes,661942,3034957
8,Yes,661942,3067339
6,Yes,661942,2970190
3,Yes,661943,3022010
10,Yes,661943,3054392
13,Yes,661943,3067345
3,Yes,661943,2970196
10,Yes,661943,3028486
5,Yes,661943,3060869
3,Yes,661943,2989626
5,Yes,661943,2976673
3,Yes,661943,3009056
4,Yes,661943,2983150
6,Yes,661943,2996103
4,Yes,661943,3015533
4,Yes,661943,3002580
12,Yes,661943,3047915
4,Yes,661943,3041440
7,Yes,661943,3034963
4,Yes,661943,3047916
3,Yes,661944,2983149
3,Yes,661944,3015532
9,Yes,661944,3034962
5,Yes,661944,3002579
5,Yes,661944,3022009
3,Yes,661944,3041439
6,Yes,661944,2989625
10,Yes,661944,2970195
10,Yes,661944,3067344
9,Yes,661944,3054391
10,Yes,661944,3009055
5,Yes,661944,2976672
14,Yes,661944,3028485
3,Yes,661944,2996102
5,Yes,661944,3060868
10,No ,661945,2971531
10,No ,661945,3055727
25,No ,661945,3016868
30,No ,661945,2978008
15,No ,661945,3010391
10,No ,661945,2997438
3,Yes,661946,3067445
3,Yes,661946,3035063
3,Yes,661946,3009156
2,Yes,661946,2989726
21,Yes,661946,3022109
10,Yes,661946,3028586
15,Yes,661946,3041539
3,Yes,661946,2970296
6,Yes,661946,3002679
3,Yes,661946,3054492
7,Yes,661946,3015632
4,Yes,661946,3048015
20,Yes,661946,2983249
8,Yes,661947,3002680
10,Yes,661947,3022110
10,Yes,661947,3015633
2,Yes,661947,3048016
12,Yes,661947,3060969
4,Yes,661947,2976773
9,Yes,661947,2983250
29,Yes,661947,2996203
6,Yes,661947,3028587
8,Yes,661947,3041540
2,Yes,661947,3009157
24,Yes,661948,2970297
15,Yes,661948,3054493
49,Yes,661948,3067446
4,Yes,661948,2996204
5,Yes,661948,2989727
3,Yes,661948,3035064
37,Yes,661949,3041541
3,Yes,661949,3067447
2,Yes,661949,2970298
